"Numvoie","B_T_Q","TypeDeVoie","Voie","CodePostal","Commune"
257,,"RUE","SAINT JACQUES",75005,"PARIS 05"
87,,"QUAI","D ORSAY",75007,"PARIS 07"
9,,"RUE","DES CANETTES",75006,"PARIS 06"
6,,"RUE","D ARRAS",75005,"PARIS 05"
22,,"RUE","SAINT BENOIT",75006,"PARIS 06"
101,,"AV","DE LA BOURDONNAIS",75007,"PARIS 07"
45,,"AV","DE SEGUR",75007,"PARIS 07"
11,,"RUE","ROUSSELET",75007,"PARIS 07"
38,,"RUE","DES BOULANGERS",75005,"PARIS 05"
44,,"RUE","SAINT PLACIDE",75006,"PARIS 06"
54,,"RUE","NOTRE DAME DES CHAMPS",75006,"PARIS 06"
18,,"RUE","DAUPHINE",75006,"PARIS 06"
84,"B","RUE","DE GRENELLE",75007,"PARIS 07"
12,,"RUE","DE L EXPOSITION",75007,"PARIS 07"
118,,"RUE","MONGE",75005,"PARIS 05"
5,,"RUE","DU CHAMP DE MARS",75007,"PARIS 07"
9,,"AV","DE BRETEUIL",75007,"PARIS 07"
10,,"RUE","DES QUATRE VENTS",75006,"PARIS 06"
41,,"RUE","PIERRE NICOLE",75005,"PARIS 05"
43,,"RUE","DE VERNEUIL",75007,"PARIS 07"
85,,"RUE","DES SAINTS PERES",75006,"PARIS 06"
96,,"BD","SAINT GERMAIN",75005,"PARIS 05"
6,,"RUE","DE SOLFERINO",75007,"PARIS 07"
25,,"RUE","DE LILLE",75007,"PARIS 07"
9,,"RUE","DE CONDE",75006,"PARIS 06"
5,,"RUE","AUGEREAU",75007,"PARIS 07"
38,,"RUE","MONGE",75005,"PARIS 05"
133,,"RUE","DE SEVRES",75006,"PARIS 06"
43,,"RUE","DE LILLE",75007,"PARIS 07"
33,,"RUE","DE LILLE",75007,"PARIS 07"
8,,"BD","RASPAIL",75007,"PARIS 07"
3,,"RUE","SAINTE BEUVE",75006,"PARIS 06"
4,,"RUE","CHEVERT",75007,"PARIS 07"
34,,"RUE","SAINT JACQUES",75005,"PARIS 05"
61,,"RUE","DE VARENNE",75007,"PARIS 07"
65,,"RUE","DE RENNES",75006,"PARIS 06"
95,,"RUE","DE VAUGIRARD",75006,"PARIS 06"
15,,"RUE","OUDINOT",75007,"PARIS 07"
118,,"RUE","DE VAUGIRARD",75006,"PARIS 06"
10,,"RUE","SUGER",75006,"PARIS 06"
123,,"RUE","DE RENNES",75006,"PARIS 06"
14,,"RUE","MALAR",75007,"PARIS 07"
41,,"RUE","DU CHERCHE MIDI",75006,"PARIS 06"
90,,"RUE","D ASSAS",75006,"PARIS 06"
5,,"RUE","DE LA CLEF",75005,"PARIS 05"
22,,"RUE","OUDINOT",75007,"PARIS 07"
11,"B","RUE","DU VAL DE GRACE",75005,"PARIS 05"
13,,"RUE","DE LA GRANDE CHAUMIERE",75006,"PARIS 06"
29,,"RUE","MONGE",75005,"PARIS 05"
8,,"RUE","GEOFFROY ST HILAIRE",75005,"PARIS 05"
75,,"RUE","MOUFFETARD",75005,"PARIS 05"
101,,"RUE","ST DOMINIQUE",75007,"PARIS 07"
122,,"BD","SAINT GERMAIN",75006,"PARIS 06"
9,,"RUE","TOULLIER",75005,"PARIS 05"
56,,"AV","BOSQUET",75007,"PARIS 07"
28,,"RUE","DU DRAGON",75006,"PARIS 06"
117,,"RUE","NOTRE DAME DES CHAMPS",75006,"PARIS 06"
1,,"RUE","MADAME",75006,"PARIS 06"
98,,"RUE","MONGE",75005,"PARIS 05"
6,,"BD","DE L HOPITAL",75005,"PARIS 05"
69,,"RUE","DU CARDINAL LEMOINE",75005,"PARIS 05"
16,,"BD","DES INVALIDES",75007,"PARIS 07"
44,,"AV","BOSQUET",75007,"PARIS 07"
6,,"RUE","VAVIN",75006,"PARIS 06"
41,,"RUE","DU FOUR",75006,"PARIS 06"
34,,"RUE","DAUPHINE",75006,"PARIS 06"
59,,"RUE","CLAUDE BERNARD",75005,"PARIS 05"
4,,"SQ","DE ROBIAC",75007,"PARIS 07"
3,,"RUE","ROLLIN",75005,"PARIS 05"
7,,"RUE","D OLIVET",75007,"PARIS 07"
34,,"RUE","DE VERNEUIL",75007,"PARIS 07"
187,,"RUE","DE GRENELLE",75007,"PARIS 07"
4,,"RUE","DE VARENNE",75007,"PARIS 07"
5,,"RUE","POLIVEAU",75005,"PARIS 05"
90,,"RUE","DE RENNES",75006,"PARIS 06"
52,,"RUE","DE SEVRES",75007,"PARIS 07"
147,,"BD","SAINT MICHEL",75005,"PARIS 05"
17,,"AV","DE LA BOURDONNAIS",75007,"PARIS 07"
56,,"RUE","HENRI BARBUSSE",75005,"PARIS 05"
8,,"RUE","DE CONDE",75006,"PARIS 06"
38,,"RUE","MAZARINE",75006,"PARIS 06"
139,,"BD","SAINT MICHEL",75005,"PARIS 05"
26,,"RUE","DU FER A MOULIN",75005,"PARIS 05"
24,,"RUE","DES ECOLES",75005,"PARIS 05"
25,,"RUE","FREDERIC SAUTON",75005,"PARIS 05"
62,,"RUE","GAY LUSSAC",75005,"PARIS 05"
69,,"RUE","VANEAU",75007,"PARIS 07"
44,,"RUE","DE LA CLEF",75005,"PARIS 05"
14,,"RUE","DE QUATREFAGES",75005,"PARIS 05"
12,,"RUE","DU REGARD",75006,"PARIS 06"
22,"B","RUE","JEAN NICOT",75007,"PARIS 07"
11,,"RUE","GIT LE COEUR",75006,"PARIS 06"
88,,"BD","DE PORT ROYAL",75005,"PARIS 05"
11,,"AV","DE SUFFREN",75007,"PARIS 07"
18,,"AV","CHARLES FLOQUET",75007,"PARIS 07"
26,,"RUE","VANEAU",75007,"PARIS 07"
35,,"RUE","DE SEINE",75006,"PARIS 06"
91,,"RUE","DE SEINE",75006,"PARIS 06"
3,,"RUE","DE QUATREFAGES",75005,"PARIS 05"
20,,"RUE","SAINT ROMAIN",75006,"PARIS 06"
21,,"RUE","DU CARDINAL LEMOINE",75005,"PARIS 05"
94,,"RUE","DE SEVRES",75007,"PARIS 07"
27,,"RUE","DESCARTES",75005,"PARIS 05"
7,,"RUE","SAINT JACQUES",75005,"PARIS 05"
56,,"RUE","MONGE",75005,"PARIS 05"
58,,"RUE","DU CHERCHE MIDI",75006,"PARIS 06"
14,,"RUE","DES ECOLES",75005,"PARIS 05"
54,,"RUE","DE SEINE",75006,"PARIS 06"
4,,"RUE","PRINCESSE",75006,"PARIS 06"
20,,"RUE","DE VERNEUIL",75007,"PARIS 07"
25,,"BD","SAINT GERMAIN",75005,"PARIS 05"
10,,"AV","EMILE ACOLLAS",75007,"PARIS 07"
91,,"RUE","DE SEINE",75006,"PARIS 06"
49,,"RUE","DE VERNEUIL",75007,"PARIS 07"
12,,"RUE","NOTRE DAME DES CHAMPS",75006,"PARIS 06"
22,"B","BD","SAINT MARCEL",75005,"PARIS 05"
13,,"RUE","DE SAVOIE",75006,"PARIS 06"
141,,"BD","SAINT GERMAIN",75006,"PARIS 06"
35,,"RUE","DE VERNEUIL",75007,"PARIS 07"
195,,"RUE","DE L UNIVERSITE",75007,"PARIS 07"
48,,"RUE","MONSIEUR LE PRINCE",75006,"PARIS 06"
4,,"RUE","BLAINVILLE",75005,"PARIS 05"
23,,"RUE","MAYET",75006,"PARIS 06"
39,,"RUE","BUFFON",75005,"PARIS 05"
7,,"RUE","AUGEREAU",75007,"PARIS 07"
17,,"RUE","MAITRE ALBERT",75005,"PARIS 05"
29,,"RUE","LACEPEDE",75005,"PARIS 05"
11,,"RUE","DE ST SIMON",75007,"PARIS 07"
63,,"RUE","DE VAUGIRARD",75006,"PARIS 06"
14,,"RUE","LE VERRIER",75006,"PARIS 06"
3,,"AV","DE L OBSERVATOIRE",75006,"PARIS 06"
72,,"RUE","GAY LUSSAC",75005,"PARIS 05"
45,,"BD","SAINT GERMAIN",75005,"PARIS 05"
45,,"BD","SAINT GERMAIN",75005,"PARIS 05"
5,,"RUE","AUGEREAU",75007,"PARIS 07"
25,,"RUE","MONGE",75005,"PARIS 05"
15,,"RUE","SAINT SULPICE",75006,"PARIS 06"
11,,"RUE","MONSIEUR LE PRINCE",75006,"PARIS 06"
28,"B","RUE","DU CARDINAL LEMOINE",75005,"PARIS 05"
36,,"AV","DE LA MOTTE PICQUET",75007,"PARIS 07"
34,,"BD","DES INVALIDES",75007,"PARIS 07"
22,,"BD","DE L HOPITAL",75005,"PARIS 05"
160,,"RUE","DE GRENELLE",75007,"PARIS 07"
27,"B","RUE","DU GAL BERTRAND",75007,"PARIS 07"
58,,"RUE","DU CHERCHE MIDI",75006,"PARIS 06"
17,,"RUE","DES BERNARDINS",75005,"PARIS 05"
66,,"AV","DE BRETEUIL",75007,"PARIS 07"
6,,"RUE","STANISLAS",75006,"PARIS 06"
11,,"RUE","BERNARD PALISSY",75006,"PARIS 06"
4,,"RUE","DE MONTTESSUY",75007,"PARIS 07"
12,,"RUE","DU GAL BERTRAND",75007,"PARIS 07"
10,,"RUE","BONAPARTE",75006,"PARIS 06"
14,,"RUE","LINNE",75005,"PARIS 05"
78,,"RUE","GAY LUSSAC",75005,"PARIS 05"
50,,"RUE","MONSIEUR LE PRINCE",75006,"PARIS 06"
15,,"RUE","LACEPEDE",75005,"PARIS 05"
6,,"RUE","THOUIN",75005,"PARIS 05"
153,,"RUE","DE L UNIVERSITE",75007,"PARIS 07"
102,,"RUE","ST DOMINIQUE",75007,"PARIS 07"
50,,"RUE","BROCA",75005,"PARIS 05"
133,,"RUE","ST DOMINIQUE",75007,"PARIS 07"
145,,"RUE","ST DOMINIQUE",75007,"PARIS 07"
26,,"RUE","DE L ABBE GREGOIRE",75006,"PARIS 06"
5,,"RUE","D ASSAS",75006,"PARIS 06"
41,,"RUE","DU FER A MOULIN",75005,"PARIS 05"
24,,"BD","SAINT MARCEL",75005,"PARIS 05"
14,,"RUE","XAVIER PRIVAS",75005,"PARIS 05"
31,,"RUE","MAZARINE",75006,"PARIS 06"
1,,"RUE","DU FOUR",75006,"PARIS 06"
13,"B","AV","DE LA MOTTE PICQUET",75007,"PARIS 07"
42,"B","RUE","POLIVEAU",75005,"PARIS 05"
19,,"RUE","CASIMIR PERIER",75007,"PARIS 07"
211,,"RUE","DE L UNIVERSITE",75007,"PARIS 07"
39,,"RUE","DE BABYLONE",75007,"PARIS 07"
79,,"RUE","DE SEVRES",75006,"PARIS 06"
15,,"RUE","DE MONTTESSUY",75007,"PARIS 07"
16,,"BD","SAINT MARCEL",75005,"PARIS 05"
21,,"RUE","DU GROS CAILLOU",75007,"PARIS 07"
1,,"RUE","VESALE",75005,"PARIS 05"
71,,"RUE","DE RENNES",75006,"PARIS 06"
21,,"RUE","DU VIEUX COLOMBIER",75006,"PARIS 06"
66,,"RUE","DE GRENELLE",75007,"PARIS 07"
31,,"RUE","SAINT JACQUES",75005,"PARIS 05"
86,,"RUE","DU CHERCHE-MIDI",75006,"PARIS 06"
42,,"RUE","DU DRAGON",75006,"PARIS 06"
133,,"BD","RASPAIL",75006,"PARIS 06"
48,,"RUE","MOUFFETARD",75005,"PARIS 05"
58,,"RUE","DU CHERCHE-MIDI",75006,"PARIS 06"
12,,"RUE","MONGE",75005,"PARIS 05"
2,,"RUE","DU SABOT",75006,"PARIS 06"
8,,"BD","DE L HOPITAL",75005,"PARIS 05"
15,,"RUE","JOSEPH BARA",75006,"PARIS 06"
5,,"RUE","DE GRIBEAUVAL",75007,"PARIS 07"
10,,"RUE","DE QUATREFAGES",75005,"PARIS 05"
4,,"RUE","DE LA GRANDE CHAUMIERE",75006,"PARIS 06"
2,,"RUE","DE TOURNON",75006,"PARIS 06"
29,,"RUE","GUENEGAUD",75006,"PARIS 06"
54,,"RUE","MAZARINE",75006,"PARIS 06"
25,,"RUE","PIERRE LEROUX",75007,"PARIS 07"
3,,"PL","MONGE",75005,"PARIS 05"
14,,"RUE","BROCA",75005,"PARIS 05"
20,,"RUE","DE BEAUNE",75007,"PARIS 07"
47,,"RUE","DE BOURGOGNE",75007,"PARIS 07"
72,,"RUE","MAZARINE",75006,"PARIS 06"
37,,"RUE","DE BEAUNE",75007,"PARIS 07"
326,,"RUE","SAINT JACQUES",75005,"PARIS 05"
14,,"RUE","DE L ABBE DE L EPEE",75005,"PARIS 05"
215,,"RUE","DE L UNIVERSITE",75007,"PARIS 07"
113,,"RUE","DE RENNES",75006,"PARIS 06"
19,,"RUE","GREGOIRE DE TOURS",75006,"PARIS 06"
7,,"RUE","DUPIN",75006,"PARIS 06"
8,,"RUE","COCHIN",75005,"PARIS 05"
11,,"RUE","DU CHERCHE MIDI",75006,"PARIS 06"
41,,"RUE","PIERRE NICOLE",75005,"PARIS 05"
12,,"RUE","MONGE",75005,"PARIS 05"
38,,"RUE","DES BOULANGERS",75005,"PARIS 05"
33,,"AV","DE SUFFREN",75007,"PARIS 07"
18,,"RUE","AMELIE",75007,"PARIS 07"
11,,"PAS","DE L UNION",75007,"PARIS 07"
6,,"RUE","DE SAVOIE",75006,"PARIS 06"
15,,"RUE","PIERRE LEROUX",75007,"PARIS 07"
41,,"RUE","DE VERNEUIL",75007,"PARIS 07"
75,,"RUE","DE GRENELLE",75007,"PARIS 07"
7,,"RUE","VISCONTI",75006,"PARIS 06"
29,,"RUE","PIERRE LEROUX",75007,"PARIS 07"
58,,"RUE","DU CHERCHE MIDI",75006,"PARIS 06"
59,,"QUAI","BRANLY",75007,"PARIS 07"
17,,"RUE","DE CONSTANTINE",75007,"PARIS 07"
162,,"RUE","DE L UNIVERSITE",75007,"PARIS 07"
17,,"AV","DE TOURVILLE",75007,"PARIS 07"
7,,"RUE","CHEVERT",75007,"PARIS 07"
91,,"RUE","DE RENNES",75006,"PARIS 06"
19,,"RUE","CLER",75007,"PARIS 07"
42,,"RUE","NOTRE DAME DES CHAMPS",75006,"PARIS 06"
51,,"RUE","GAY LUSSAC",75005,"PARIS 05"
31,,"RUE","SAINT PLACIDE",75006,"PARIS 06"
14,,"RUE","MONGE",75005,"PARIS 05"
24,,"RUE","DU REGARD",75006,"PARIS 06"
38,,"RUE","DAUPHINE",75006,"PARIS 06"
35,,"RUE","GAY LUSSAC",75005,"PARIS 05"
23,,"RUE","LE VERRIER",75006,"PARIS 06"
232,,"BD","SAINT GERMAIN",75007,"PARIS 07"
13,,"BD","DE LA VILLETTE",75010,"PARIS 10"
4,,"RUE","HENRY MONNIER",75009,"PARIS 09"
53,,"BD","DE LA VILLETTE",75010,"PARIS 10"
10,,"RUE","DE GRANGE BATELIERE",75009,"PARIS 09"
41,,"BD","DE LA VILLETTE",75010,"PARIS 10"
32,,"RUE","BUISSON ST LOUIS",75010,"PARIS 10"
42,,"RUE","DU CHATEAU D EAU",75010,"PARIS 10"
60,,"BD","DE MAGENTA",75010,"PARIS 10"
89,,"RUE","DE MAUBEUGE",75010,"PARIS 10"
139,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
25,,"PAS","DUBAIL",75010,"PARIS 10"
8,,"RUE","LA GRANGE AUX BELLES",75010,"PARIS 10"
45,,"BD","DE MAGENTA",75010,"PARIS 10"
32,,"RUE","DES PETITS HOTELS",75010,"PARIS 10"
38,,"AV","CLAUDE VELLEFAUX",75010,"PARIS 10"
7,,"RUE","ST VINCENT DE PAUL",75010,"PARIS 10"
40,,"RUE","RODIER",75009,"PARIS 09"
57,,"BD","DE ROCHECHOUART",75009,"PARIS 09"
9,,"RUE","ALFRED STEVENS",75009,"PARIS 09"
3,,"RUE","HENRI FEULARD",75010,"PARIS 10"
16,,"RUE","DE DOUAI",75009,"PARIS 09"
48,,"RUE","DE CHATEAU LANDON",75010,"PARIS 10"
28,,"RUE","PIERRE FONTAINE",75009,"PARIS 09"
4,,"AV","CLAUDE VELLEFAUX",75010,"PARIS 10"
26,,"RUE","GODOT DE MAUROY",75009,"PARIS 09"
218,,"RUE","SAINT MAUR",75010,"PARIS 10"
26,,"RUE","YVES TOUDIC",75010,"PARIS 10"
29,,"RUE","YVES TOUDIC",75010,"PARIS 10"
37,,"BD","DE LA VILLETTE",75010,"PARIS 10"
2,,"RUE","LAMARTINE",75009,"PARIS 09"
82,,"RUE","RENE BOULANGER",75010,"PARIS 10"
44,,"RUE","CONDORCET",75009,"PARIS 09"
16,,"RUE","DE NAVARIN",75009,"PARIS 09"
9,,"RUE","RODIER",75009,"PARIS 09"
57,,"RUE","LOUIS BLANC",75010,"PARIS 10"
91,,"RUE","LA FAYETTE",75009,"PARIS 09"
193,,"RUE","DU FG POISSONNIERE",75009,"PARIS 09"
30,,"RUE","DES MARTYRS",75009,"PARIS 09"
10,,"RUE","BUISSON ST LOUIS",75010,"PARIS 10"
94,,"RUE","BLANCHE",75009,"PARIS 09"
47,,"RUE","BICHAT",75010,"PARIS 10"
43,,"RUE","DES VINAIGRIERS",75010,"PARIS 10"
14,,"RUE","RODIER",75009,"PARIS 09"
27,,"BD","DE LA VILLETTE",75010,"PARIS 10"
10,,"RUE","DE LA FIDELITE",75010,"PARIS 10"
43,,"RUE","SAINT GEORGES",75009,"PARIS 09"
49,,"RUE","DE DOUAI",75009,"PARIS 09"
2,,"SQ","TRUDAINE",75009,"PARIS 09"
11,,"RUE","D HAUTEVILLE",75010,"PARIS 10"
204,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
136,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
15,,"RUE","DE BRUXELLES",75009,"PARIS 09"
18,,"PAS","HEBRARD",75010,"PARIS 10"
11,,"BD","DE ROCHECHOUART",75009,"PARIS 09"
17,"B","RUE","DE PARADIS",75010,"PARIS 10"
1,,"RUE","RICHER",75009,"PARIS 09"
100,,"RUE","D AMSTERDAM",75009,"PARIS 09"
8,,"RUE","JOUBERT",75009,"PARIS 09"
18,,"RUE","ARTHUR GROUSSIER",75010,"PARIS 10"
42,,"RUE","LUCIEN SAMPAIX",75010,"PARIS 10"
14,,"RUE","DU DELTA",75009,"PARIS 09"
31,,"RUE","LA BRUYERE",75009,"PARIS 09"
35,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
11,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
24,,"CITE","DE TREVISE",75009,"PARIS 09"
20,,"RUE","RODIER",75009,"PARIS 09"
34,,"RUE","JEAN BAPTISTE PIGALLE",75009,"PARIS 09"
75,,"RUE","TAITBOUT",75009,"PARIS 09"
2,,"RUE","DU CARDINAL MERCIER",75009,"PARIS 09"
8,,"RUE","JOUBERT",75009,"PARIS 09"
14,,"BD","SAINT MARTIN",75010,"PARIS 10"
13,,"RUE","DU FBG DU TEMPLE",75010,"PARIS 10"
19,,"RUE","DE CHATEAU LANDON",75010,"PARIS 10"
43,,"RUE","PIERRE FONTAINE",75009,"PARIS 09"
39,,"RUE","DE CAUMARTIN",75009,"PARIS 09"
83,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
57,,"RUE","DE DUNKERQUE",75009,"PARIS 09"
25,,"RUE","DU FBG DU TEMPLE",75010,"PARIS 10"
86,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
48,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
12,,"RUE","DE MILAN",75009,"PARIS 09"
18,,"RUE","BLANCHE",75009,"PARIS 09"
6,,"RUE","CADET",75009,"PARIS 09"
1,,"CITE","CHAPTAL",75009,"PARIS 09"
14,,"RUE","VICQ D AZIR",75010,"PARIS 10"
38,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
10,,"RUE","SAINT LAZARE",75009,"PARIS 09"
5,,"RUE","JEAN ET MARIE MOINON",75010,"PARIS 10"
18,,"RUE","LA BRUYERE",75009,"PARIS 09"
11,,"RUE","SAINT LAZARE",75009,"PARIS 09"
210,,"RUE","LA FAYETTE",75010,"PARIS 10"
27,,"RUE","BICHAT",75010,"PARIS 10"
8,,"RUE","DE PARME",75009,"PARIS 09"
35,,"RUE","DES MARTYRS",75009,"PARIS 09"
5,,"RUE","MANUEL",75009,"PARIS 09"
8,,"CRS","DES PETITES ECURIES",75010,"PARIS 10"
67,,"RUE","JEAN BAPTISTE PIGALLE",75009,"PARIS 09"
23,,"RUE","PIERRE SEMARD",75009,"PARIS 09"
10,,"RUE","MARIE ET LOUISE",75010,"PARIS 10"
46,,"RUE","DE LA TOUR D AUVERGNE",75009,"PARIS 09"
6,,"PAS","DES MARAIS",75010,"PARIS 10"
99,,"RUE","DU FBG DU TEMPLE",75010,"PARIS 10"
10,,"RUE","LOUIS BLANC",75010,"PARIS 10"
25,,"RUE","DE BELLEFOND",75009,"PARIS 09"
83,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
13,,"RUE","DUPERRE",75009,"PARIS 09"
21,,"RUE","ROCROY",75010,"PARIS 10"
35,,"RUE","D ALSACE",75010,"PARIS 10"
74,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
50,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
7,,"RUE","SAINT LAZARE",75009,"PARIS 09"
78,,"RUE","DE L AQUEDUC",75010,"PARIS 10"
51,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
26,,"RUE","DES MARTYRS",75009,"PARIS 09"
11,,"RUE","DU CARDINAL MERCIER",75009,"PARIS 09"
8,,"RUE","MILTON",75009,"PARIS 09"
113,,"RUE","DU FG POISSONNIERE",75009,"PARIS 09"
12,,"RUE","LENTONNET",75009,"PARIS 09"
16,,"RUE","MONCEY",75009,"PARIS 09"
133,,"RUE","DU FBG DU TEMPLE",75010,"PARIS 10"
29,,"RUE","DE L ECHIQUIER",75010,"PARIS 10"
257,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
2,,"RUE","DES DEUX GARES",75010,"PARIS 10"
23,,"RUE","RICHER",75009,"PARIS 09"
21,,"RUE","D ALSACE",75010,"PARIS 10"
27,,"RUE","BOUCHARDON",75010,"PARIS 10"
9,,"RUE","DE LA FIDELITE",75010,"PARIS 10"
5,,"PL","PIGALLE",75009,"PARIS 09"
83,,"BD","DE MAGENTA",75010,"PARIS 10"
10,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
53,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
5,,"RUE","GUY PATIN",75010,"PARIS 10"
22,,"PAS","DES RECOLLETS",75010,"PARIS 10"
5,,"RUE","HENRY MONNIER",75009,"PARIS 09"
44,,"RUE","BLANCHE",75009,"PARIS 09"
83,,"RUE","DE DUNKERQUE",75009,"PARIS 09"
118,,"BD","DE MAGENTA",75010,"PARIS 10"
44,,"RUE","NOTRE DAME DE LORETTE",75009,"PARIS 09"
111,,"BD","DE MAGENTA",75010,"PARIS 10"
47,,"RUE","JEAN BAPTISTE PIGALLE",75009,"PARIS 09"
123,,"RUE","DU FBG DU TEMPLE",75010,"PARIS 10"
20,,"RUE","RODIER",75009,"PARIS 09"
1,,"RUE","DE DUNKERQUE",75010,"PARIS 10"
121,,"RUE","DU FBG DU TEMPLE",75010,"PARIS 10"
1,"B","RUE","BLEUE",75009,"PARIS 09"
8,,"RUE","VALENCIENNES",75010,"PARIS 10"
28,,"RUE","PETRELLE",75009,"PARIS 09"
14,,"RUE","SAULNIER",75009,"PARIS 09"
20,,"RUE","RODIER",75009,"PARIS 09"
10,,"RUE","MAZAGRAN",75010,"PARIS 10"
62,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
20,,"RUE","DES MARTYRS",75009,"PARIS 09"
38,,"RUE","LOUIS BLANC",75010,"PARIS 10"
50,,"RUE","SAINT GEORGES",75009,"PARIS 09"
22,,"RUE","SAINT LAZARE",75009,"PARIS 09"
170,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
25,,"RUE","YVES TOUDIC",75010,"PARIS 10"
12,,"RUE","DE BUDAPEST",75009,"PARIS 09"
149,,"AV","PARMENTIER",75010,"PARIS 10"
22,,"RUE","PETRELLE",75009,"PARIS 09"
62,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
14,,"RUE","GERANDO",75009,"PARIS 09"
5,,"RUE","DE LA TOUR D AUVERGNE",75009,"PARIS 09"
39,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
6,,"RUE","PIERRE CHAUSSON",75010,"PARIS 10"
129,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
28,,"RUE","PETRELLE",75009,"PARIS 09"
19,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
237,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
10,,"RUE","DE LIEGE",75009,"PARIS 09"
95,,"QUAI","DE VALMY",75010,"PARIS 10"
26,,"RUE","DE ROCHECHOUART",75009,"PARIS 09"
9,,"RUE","DE LANCRY",75010,"PARIS 10"
28,,"RUE","BICHAT",75010,"PARIS 10"
65,,"RUE","DE CLICHY",75009,"PARIS 09"
3,,"RUE","DE CALAIS",75009,"PARIS 09"
19,,"RUE","HENRY MONNIER",75009,"PARIS 09"
22,,"RUE","JEAN BAPTISTE PIGALLE",75009,"PARIS 09"
120,,"BD","DE MAGENTA",75010,"PARIS 10"
23,,"RUE","RODIER",75009,"PARIS 09"
2,,"RUE","DE LA BOULE ROUGE",75009,"PARIS 09"
12,,"RUE","ARTHUR GROUSSIER",75010,"PARIS 10"
7,,"SQ","MONCEY",75009,"PARIS 09"
50,,"RUE","D ENGHIEN",75010,"PARIS 10"
17,"B","RUE","DE PARADIS",75010,"PARIS 10"
14,,"RUE","JEAN ET MARIE MOINON",75010,"PARIS 10"
4,,"PL","ESTIENNE D ORVES",75009,"PARIS 09"
21,,"RUE","HENRY MONNIER",75009,"PARIS 09"
52,,"RUE","NOTRE DAME DE LORETTE",75009,"PARIS 09"
208,,"RUE","SAINT MAUR",75010,"PARIS 10"
55,,"RUE","DES VINAIGRIERS",75010,"PARIS 10"
35,,"RUE","LA GRANGE AUX BELLES",75010,"PARIS 10"
5,,"RUE","ST VINCENT DE PAUL",75010,"PARIS 10"
4,,"RUE","DE CALAIS",75009,"PARIS 09"
23,,"RUE","BLANCHE",75009,"PARIS 09"
163,,"BD","DE LA VILLETTE",75010,"PARIS 10"
36,,"PAS","DU DESIR",75010,"PARIS 10"
227,,"RUE","LA FAYETTE",75010,"PARIS 10"
11,,"RUE","DES RECOLLETS",75010,"PARIS 10"
34,,"RUE","NOTRE DAME DE LORETTE",75009,"PARIS 09"
4,,"RUE","MARTEL",75010,"PARIS 10"
21,,"RUE","DUPERRE",75009,"PARIS 09"
10,,"BD","DE STRASBOURG",75010,"PARIS 10"
19,,"CRS","DES PETITES ECURIES",75010,"PARIS 10"
51,,"RUE","DE DUNKERQUE",75009,"PARIS 09"
52,,"RUE","DE CLICHY",75009,"PARIS 09"
83,"A","RUE","DU FBG DU TEMPLE",75010,"PARIS 10"
8,,"RUE","MARIE ET LOUISE",75010,"PARIS 10"
11,,"RUE","DE BELLEFOND",75009,"PARIS 09"
53,,"RUE","DE LA ROCHEFOUCAULD",75009,"PARIS 09"
89,,"QUAI","DE VALMY",75010,"PARIS 10"
50,,"RUE","SAINT GEORGES",75009,"PARIS 09"
1,,"RUE","DE DUNKERQUE",75010,"PARIS 10"
9,,"RUE","PAPILLON",75009,"PARIS 09"
128,,"RUE","DU FBG POISSONNIERE",75010,"PARIS 10"
210,,"RUE","DU FBG SAINT DENIS",75010,"PARIS 10"
92,,"RUE","LA FAYETTE",75009,"PARIS 09"
13,,"RUE","JEAN ET MARIE MOINON",75010,"PARIS 10"
66,,"RUE","DU FBG ST MARTIN",75010,"PARIS 10"
166,,"RUE","LA FAYETTE",75010,"PARIS 10"
77,,"RUE","DE MAUBEUGE",75010,"PARIS 10"
53,,"RUE","DE L ECHIQUIER",75010,"PARIS 10"
23,,"RUE","RICHER",75009,"PARIS 09"
9,,"RUE","BERGERE",75009,"PARIS 09"
29,,"RUE","DE L ECHIQUIER",75010,"PARIS 10"
