"SurfaceCarrezLot1","SurfaceCarrezLot2","SurfaceCarrezLot3","SurfaceCarrezLot4","SurfaceCarrezLot5","NombreDeLot","SurfaceReelleBati","NombrePiecesPrincipale","SurfaceTerrain","TypeDeLocal","NatureCulture","NatureCultureSpeciale"
31.2,,,,,1,40,2,,"Appartement",,
106.78,,,,,1,83,3,,"Maison",,
86.82,,,,,2,87,3,,"Appartement",,
23.13,,,,,1,22,1,,"Appartement",,
78.01,,,,,1,75,3,,"Appartement",,
38.29,,,,,2,34,2,,"Appartement",,
45.51,,,,,1,45,4,,"Appartement",,
33.27,,,,,1,36,2,,"Appartement",,
81.04,,,,,2,86,4,,"Appartement",,
26.51,,,,,1,36,1,,"Appartement",,
73.71,,,,,1,71,5,,"Appartement",,
22.24,,,,,1,23,1,,"Appartement",,
44.01,,,,,1,44,2,,"Appartement",,
25.75,,,,,1,25,2,,"Appartement",,
66.41,,,,,1,66,4,,"Appartement",,
68.39,,,,,1,75,3,,"Appartement",,
154,,,,,2,130,5,,"Appartement",,
81.26,,,,,1,81,3,,"Appartement",,
54.03,,,,,2,55,2,,"Appartement",,
34.81,,,,,1,36,2,,"Appartement",,
48.02,,,,,2,52,2,,"Appartement",,
27.57,,,,,1,30,2,,"Appartement",,
44.15,,,,,1,42,3,,"Appartement",,
82.1,,,,,1,95,3,,"Appartement",,
34.65,,,,,1,35,2,,"Appartement",,
37.1,,,,,1,34,2,,"Appartement",,
53.08,,,,,1,52,2,,"Appartement",,
13.55,,,,,1,14,1,,"Appartement",,
60.77,,,,,1,59,4,,"Appartement",,
22.2,,,,,1,30,1,,"Appartement",,
95.59,,,,,1,78,3,,"Appartement",,
26.41,,,,,1,25,2,,"Appartement",,
60.32,,,,,1,56,2,,"Appartement",,
42.14,,,,,1,46,2,,"Appartement",,
88.1,,,,,2,86,3,,"Appartement",,
69.7,,,,,1,61,3,,"Appartement",,
104.48,,,,,3,100,4,,"Appartement",,
44.49,,,,,2,25,1,,"Appartement",,
26.55,,,,,1,26,1,,"Appartement",,
76.2,,,,,1,76,4,,"Appartement",,
26.67,,,,,1,26,1,,"Appartement",,
38.1,,,,,1,46,2,,"Appartement",,
265.26,,,,,1,253,5,,"Appartement",,
80.6,,,,,1,35,3,,"Appartement",,
22.08,,,,,1,21,1,,"Appartement",,
44.36,,,,,1,43,2,,"Appartement",,
56.1,,,,,1,57,4,,"Appartement",,
55.11,,,,,1,55,3,,"Appartement",,
49.73,,,,,1,52,2,,"Appartement",,
20.77,,,,,1,126,5,,"Appartement",,
64.63,,,,,1,63,3,,"Maison",,
72.8,,,,,1,68,3,,"Appartement",,
42.24,,,,,1,41,2,,"Appartement",,
44.77,,,,,1,46,2,,"Appartement",,
91,,,,,1,90,3,,"Appartement",,
42.9,,,,,1,43,1,,"Appartement",,
51.15,,,,,2,51,2,,"Appartement",,
78.87,,,,,2,85,3,,"Appartement",,
15.24,,,,,1,19,1,,"Appartement",,
220.02,,,,,2,209,7,,"Appartement",,
271.58,,,,,1,25,1,,"Appartement",,
22.75,,,,,1,25,1,,"Appartement",,
35.87,,,,,1,36,2,,"Appartement",,
131.19,,,,,1,100,4,,"Appartement",,
110.6,,,,,3,118,4,,"Appartement",,
50.32,,,,,1,53,2,,"Appartement",,
33.33,,,,,1,33,2,,"Appartement",,
63.6,,,,,1,72,4,,"Maison",,
19.39,,,,,1,19,1,,"Appartement",,
9.82,,,,,1,10,1,,"Appartement",,
51.5,,,,,1,50,2,,"Appartement",,
185.05,,,,,1,90,3,,"Appartement",,
60.13,,,,,1,49,2,,"Appartement",,
45,,,,,1,45,2,,"Appartement",,
55.86,,,,,1,63,2,,"Appartement",,
90.53,,,,,1,86,4,,"Appartement",,
80.27,,,,,2,82,4,,"Appartement",,
34.93,,,,,1,36,2,,"Appartement",,
44.12,,,,,1,45,2,,"Appartement",,
6.67,,,,,1,15,1,,"Appartement",,
15.9,,,,,1,15,1,,"Appartement",,
26.2,,,,,2,26,1,,"Appartement",,
34.39,,,,,2,34,1,,"Appartement",,
115.22,,,,,1,120,4,,"Appartement",,
37.98,,,,,2,40,1,,"Appartement",,
80.71,,,,,1,84,4,,"Appartement",,
109.5,,,,,2,113,5,,"Appartement",,
77.62,,,,,1,39,2,,"Appartement",,
41.24,,,,,1,30,2,,"Appartement",,
62.5,,,,,1,82,4,,"Appartement",,
50.04,,,,,1,60,3,,"Appartement",,
89.66,,,,,1,88,4,,"Appartement",,
32.6,,,,,1,31,2,,"Appartement",,
66.35,,,,,1,66,3,,"Appartement",,
91.17,,,,,2,100,5,,"Appartement",,
56.89,,,,,2,56,3,,"Appartement",,
89.5,,,,,2,86,3,,"Appartement",,
44.11,,,,,2,44,3,,"Appartement",,
33.04,,,,,1,60,3,,"Appartement",,
26.05,,,,,1,25,1,,"Appartement",,
18.69,,,,,1,21,1,,"Appartement",,
34.33,,,,,2,33,1,,"Appartement",,
36.55,,,,,1,36,2,,"Appartement",,
38.58,,,,,1,38,2,,"Appartement",,
40.75,,,,,1,41,2,,"Appartement",,
53.19,,,,,1,57,3,,"Appartement",,
61.35,,,,,1,65,3,,"Appartement",,
74.62,,,,,1,66,3,,"Appartement",,
56.19,,,,,1,60,2,,"Appartement",,
98.18,,,,,1,85,3,,"Appartement",,
38.82,,,,,1,35,3,,"Appartement",,
14.35,,,,,1,14,1,,"Appartement",,
41.36,,,,,1,39,2,,"Appartement",,
150.36,,,,,2,153,5,,"Appartement",,
18.18,,,,,1,17,1,,"Appartement",,
18.81,,,,,1,20,1,,"Appartement",,
32.24,,,,,2,32,1,,"Appartement",,
164.4,,,,,1,30,1,,"Appartement",,
89.27,,,,,1,91,4,,"Appartement",,
86.05,,,,,1,85,4,,"Appartement",,
64.2,,,,,1,64,3,,"Appartement",,
69.59,,,,,1,68,3,,"Appartement",,
52.32,,,,,1,57,4,,"Appartement",,
75.25,,,,,2,73,2,,"Appartement",,
57.1,,,,,1,44,3,,"Appartement",,
35.02,,,,,2,33,2,,"Appartement",,
114.02,,,,,1,127,5,,"Appartement",,
58.27,,,,,1,55,3,,"Appartement",,
142.86,,,,,1,141,3,,"Appartement",,
34.02,,,,,1,34,2,,"Appartement",,
59.25,,,,,1,53,2,,"Appartement",,
26.75,,,,,1,32,2,,"Appartement",,
56.05,,,,,2,46,2,,"Appartement",,
51.15,,,,,1,69,2,,"Appartement",,
27.03,,,,,1,34,1,,"Appartement",,
22.24,,,,,1,32,2,,"Appartement",,
140.7,,,,,2,150,4,,"Appartement",,
35.5,,,,,1,40,1,,"Appartement",,
68.6,,,,,1,61,3,,"Appartement",,
73.07,,,,,1,85,3,,"Appartement",,
53.37,,,,,2,55,2,,"Appartement",,
83.52,,,,,1,68,4,,"Appartement",,
109,,,,,1,87,4,,"Maison",,
125.28,,,,,2,120,5,,"Appartement",,
53.72,,,,,2,57,2,,"Appartement",,
41.51,,,,,1,47,2,,"Appartement",,
60.34,,,,,1,59,3,,"Appartement",,
25.49,,,,,1,26,1,,"Appartement",,
74.41,,,,,2,70,3,,"Appartement",,
17.55,,,,,1,17,1,,"Appartement",,
36.22,,,,,1,35,3,,"Appartement",,
28.89,,,,,1,30,1,,"Appartement",,
56.32,,,,,1,60,3,,"Appartement",,
33.53,,,,,1,34,2,,"Appartement",,
27,,,,,2,200,7,,"Appartement",,
73.43,,,,,2,74,3,,"Appartement",,
16.8,,,,,1,16,1,,"Appartement",,
39.79,,,,,1,33,1,,"Appartement",,
69,,,,,3,70,3,,"Appartement",,
41.01,,,,,1,41,3,,"Appartement",,
54.49,,,,,2,60,3,,"Appartement",,
41.27,,,,,1,42,2,,"Appartement",,
23.04,,,,,1,23,1,,"Appartement",,
27.08,,,,,1,29,1,,"Appartement",,
43.08,,,,,1,30,2,,"Appartement",,
55.32,,,,,1,55,3,,"Appartement",,
38.78,,,,,1,39,2,,"Appartement",,
47.35,,,,,1,40,2,,"Appartement",,
26.08,,,,,1,33,2,,"Appartement",,
65.28,,,,,2,70,2,,"Appartement",,
288.59,,,,,1,277,6,,"Maison",,
21.83,,,,,2,20,1,,"Appartement",,
50.01,,,,,1,51,2,,"Appartement",,
35.53,,,,,2,36,1,,"Appartement",,
117.5,,,,,4,123,4,,"Appartement",,
36.4,,,,,5,124,5,,"Appartement",,
26,,,,,1,20,1,,"Appartement",,
42.26,,,,,2,32,2,,"Appartement",,
85.71,,,,,2,84,2,,"Appartement",,
38.03,,,,,1,40,1,,"Appartement",,
91.41,,,,,2,91,5,,"Appartement",,
84.01,,,,,1,83,3,,"Appartement",,
23.74,,,,,2,24,1,,"Appartement",,
18.74,,,,,1,18,1,,"Appartement",,
32.47,,,,,1,16,1,,"Appartement",,
67.18,,,,,1,67,3,,"Appartement",,
99.84,,,,,1,102,5,,"Maison",,
16.13,,,,,1,25,1,,"Appartement",,
31.43,,,,,1,45,2,,"Appartement",,
52.8,,,,,2,42,1,,"Appartement",,
47.5,,,,,1,62,3,,"Appartement",,
96.39,,,,,1,96,5,,"Maison",,
107.24,,,,,1,107,4,,"Appartement",,
55.44,,,,,2,54,2,,"Appartement",,
91.23,,,,,3,90,4,,"Appartement",,
41.01,,,,,1,40,2,,"Appartement",,
99.18,,,,,1,109,4,,"Appartement",,
67.08,,,,,1,67,3,,"Appartement",,
46.81,,,,,1,47,2,,"Appartement",,
29.41,,,,,1,30,1,,"Appartement",,
20.6,,,,,1,20,1,,"Appartement",,
72.3,,,,,3,92,4,,"Appartement",,
29.02,,,,,2,29,1,,"Appartement",,
64.61,,,,,1,71,3,,"Appartement",,
61.8,,,,,2,62,3,,"Appartement",,
136.68,,,,,2,123,6,,"Appartement",,
75.47,,,,,2,80,3,,"Appartement",,
36.54,,,,,1,35,1,,"Appartement",,
29.72,,,,,1,24,2,,"Appartement",,
44.39,,,,,1,45,2,,"Appartement",,
27,,,,,2,28,1,,"Appartement",,
100.56,,,,,1,102,5,,"Maison",,
30.05,,,,,1,26,2,,"Appartement",,
17.04,,,,,1,18,1,,"Appartement",,
20.85,,,,,1,22,1,,"Appartement",,
34.51,,,,,1,34,2,,"Appartement",,
68.36,,,,,2,69,3,,"Appartement",,
68.43,,,,,1,68,3,,"Appartement",,
31.61,,,,,1,31,1,,"Appartement",,
20,,,,,1,20,1,,"Appartement",,
28.71,,,,,1,27,1,,"Appartement",,
48.52,,,,,1,47,2,,"Appartement",,
21.55,,,,,1,22,1,,"Appartement",,
17.25,,,,,1,13,1,,"Appartement",,
44.36,,,,,1,69,2,,"Appartement",,
98.81,,,,,1,99,4,,"Appartement",,
15.85,,,,,1,16,1,,"Appartement",,
24.3,,,,,1,23,1,,"Appartement",,
46.69,,,,,1,46,2,,"Appartement",,
66.48,,,,,1,67,3,,"Appartement",,
15.85,,,,,1,17,1,,"Appartement",,
71.85,,,,,2,65,3,,"Appartement",,
137.53,,,,,1,135,5,,"Appartement",,
55.77,,,,,1,56,2,,"Appartement",,
67.6,,,,,2,65,3,,"Appartement",,
42.7,,,,,1,44,2,,"Appartement",,
20.18,,,,,1,20,1,,"Appartement",,
66.3,,,,,1,65,3,,"Appartement",,
21.01,,,,,1,21,1,,"Appartement",,
42.01,,,,,2,43,2,,"Appartement",,
88.56,,,,,2,68,4,,"Appartement",,
24.7,,,,,1,24,1,,"Appartement",,
36.43,,,,,1,36,1,,"Appartement",,
112.42,,,,,1,120,5,,"Appartement",,
31.18,,,,,2,30,1,,"Appartement",,
104.93,,,,,1,122,3,,"Appartement",,
46.03,,,,,1,48,2,,"Appartement",,
76.15,,,,,2,68,4,,"Appartement",,
89.07,,,,,1,86,4,,"Appartement",,
77.11,,,,,1,78,4,,"Appartement",,
104.93,,,,,1,122,3,,"Appartement",,
28.34,,,,,1,28,1,,"Appartement",,
82.41,,,,,1,84,4,,"Maison",,
59.27,,,,,2,60,2,,"Appartement",,
61.06,,,,,1,66,3,,"Appartement",,
157.49,,,,,1,154,5,,"Appartement",,
70.42,,,,,1,68,4,,"Appartement",,
54.75,,,,,1,36,2,,"Maison",,
69.16,,,,,2,78,3,,"Appartement",,
17.08,,,,,1,20,1,,"Appartement",,
50.17,,,,,2,51,2,,"Appartement",,
59.55,,,,,1,56,2,,"Appartement",,
80.69,,,,,2,80,4,,"Appartement",,
66.62,,,,,2,68,3,,"Appartement",,
57.81,,,,,2,55,3,,"Appartement",,
45.01,,,,,1,46,2,,"Appartement",,
23.4,,,,,1,22,1,,"Appartement",,
40.74,,,,,2,40,2,,"Appartement",,
73.6,,,,,1,78,4,,"Appartement",,
77.09,,,,,2,76,4,,"Appartement",,
43.68,,,,,1,45,1,,"Appartement",,
13.71,,,,,1,16,1,,"Appartement",,
41.39,,,,,2,40,2,,"Appartement",,
43.5,,,,,1,41,2,,"Maison",,
73.09,,,,,1,73,4,,"Appartement",,
73.67,,,,,2,76,3,,"Maison",,
26.5,,,,,1,20,1,,"Appartement",,
102.4,,,,,1,95,4,,"Maison",,
20.41,,,,,2,20,1,,"Appartement",,
35.16,,,,,1,36,1,,"Appartement",,
55.39,,,,,2,54,3,,"Appartement",,
76.55,,,,,1,76,3,,"Appartement",,
34.49,,,,,1,34,2,,"Appartement",,
42.12,,,,,2,42,2,,"Appartement",,
29.31,,,,,1,32,2,,"Appartement",,
104.68,,,,,1,107,4,,"Maison",,
23.61,,,,,1,25,1,,"Appartement",,
99.54,,,,,1,100,4,,"Maison",,
84.63,,,,,1,83,4,,"Maison",,
86,,,,,1,86,4,,"Appartement",,
80.62,,,,,2,80,3,,"Appartement",,
78.41,,,,,2,78,4,,"Appartement",,
27.01,,,,,1,27,1,,"Appartement",,
42.23,,,,,1,41,1,,"Appartement",,
23.13,,,,,2,24,1,,"Appartement",,
39.45,,,,,1,42,3,,"Appartement",,
16.41,,,,,1,22,1,,"Appartement",,
64.04,,,,,2,63,4,,"Appartement",,
73.61,,,,,2,74,3,,"Appartement",,
95.07,,,,,1,95,4,,"Appartement",,
19.51,,,,,1,19,1,,"Appartement",,
36.04,,,,,1,37,1,,"Appartement",,
42.07,,,,,1,41,2,,"Appartement",,
150,,,,,1,48,3,,"Appartement",,
75.37,,,,,1,78,4,,"Appartement",,
58.1,,,,,2,36,1,,"Appartement",,
75.41,,,,,2,76,3,,"Appartement",,
60.26,,,,,1,70,3,,"Appartement",,
38.7,,,,,1,38,3,,"Appartement",,
25.68,,,,,1,26,2,,"Appartement",,
23.11,,,,,1,19,1,,"Appartement",,
44.29,,,,,1,44,2,,"Appartement",,
22.96,,,,,1,23,2,,"Appartement",,
36.73,,,,,1,42,2,,"Appartement",,
80.13,,,,,2,80,3,,"Appartement",,
75.71,,,,,1,75,3,,"Appartement",,
54.44,,,,,2,53,3,,"Appartement",,
23.32,,,,,1,22,1,,"Appartement",,
54.27,,,,,1,52,2,,"Appartement",,
25.13,,,,,1,17,1,,"Appartement",,
24.16,,,,,1,27,1,,"Appartement",,
51.18,,,,,1,51,2,,"Appartement",,
41.09,,,,,1,41,2,,"Appartement",,
95.69,,,,,1,95,4,,"Appartement",,
57.92,,,,,1,59,2,,"Appartement",,
31.03,,,,,1,31,1,,"Appartement",,
22.01,,,,,2,21,1,,"Appartement",,
171.05,,,,,1,176,5,,"Appartement",,
18.29,,,,,1,20,1,,"Appartement",,
35.3,,,,,1,36,2,,"Appartement",,
72.05,,,,,1,72,3,,"Appartement",,
47.59,,,,,1,47,2,,"Appartement",,
60.79,,,,,2,58,3,,"Appartement",,
82.52,,,,,1,82,3,,"Appartement",,
52.19,,,,,2,53,3,,"Appartement",,
38.46,,,,,2,40,2,,"Appartement",,
32.2,,,,,2,32,1,,"Appartement",,
49.04,,,,,1,52,2,,"Appartement",,
71.59,,,,,1,69,3,,"Appartement",,
55.1,,,,,2,57,2,,"Appartement",,
54.06,,,,,1,57,1,,"Appartement",,
26.14,,,,,1,25,1,,"Appartement",,
22.49,,,,,2,24,1,,"Appartement",,
46.48,,,,,1,46,2,,"Appartement",,
80.18,,,,,1,80,4,,"Appartement",,
54.09,,,,,1,54,3,,"Appartement",,
74.96,,,,,2,74,5,,"Appartement",,
93.3,,,,,1,87,4,,"Maison",,
49.76,,,,,1,49,2,,"Appartement",,
20.5,,,,,1,20,1,,"Appartement",,
49.41,,,,,2,49,2,,"Appartement",,
79.8,,,,,1,77,3,,"Appartement",,
68.95,,,,,1,67,3,,"Appartement",,
62.93,,,,,1,63,3,,"Appartement",,
30.63,,,,,1,30,1,,"Appartement",,
62.98,,,,,2,62,3,,"Appartement",,
32,,,,,2,31,1,,"Appartement",,
76.92,,,,,1,75,3,,"Appartement",,
52.22,,,,,1,54,2,,"Appartement",,
9.81,,,,,1,22,2,,"Appartement",,
63.45,,,,,2,63,4,,"Appartement",,
68.02,,,,,1,67,3,,"Appartement",,
26.2,,,,,1,25,1,,"Appartement",,
50.12,,,,,1,43,2,,"Appartement",,
35.8,,,,,1,37,1,,"Appartement",,
32.03,,,,,1,20,2,,"Appartement",,
21.01,,,,,1,20,1,,"Appartement",,
78.01,,,,,2,80,3,,"Appartement",,
38.69,,,,,1,36,2,,"Appartement",,
26.02,,,,,1,26,1,,"Appartement",,
51.39,,,,,2,42,2,,"Appartement",,
54.22,,,,,1,72,3,,"Appartement",,
29.16,,,,,2,28,1,,"Appartement",,
54.34,,,,,1,57,2,,"Appartement",,
83.72,,,,,2,81,3,,"Appartement",,
27.8,,,,,1,32,1,,"Appartement",,
29.82,,,,,1,32,2,,"Appartement",,
88.39,,,,,1,89,3,,"Appartement",,
49.42,,,,,2,48,2,,"Appartement",,
98.5,,,,,2,110,3,,"Appartement",,
29,,,,,1,29,1,,"Appartement",,
47.42,,,,,1,47,2,,"Appartement",,
33.63,,,,,2,36,2,,"Appartement",,
44.05,,,,,2,45,3,,"Appartement",,
46.66,,,,,1,46,2,,"Appartement",,
36.8,,,,,1,50,3,,"Appartement",,
38,,,,,1,36,2,,"Appartement",,
34.66,,,,,2,37,1,,"Appartement",,
16.65,,,,,1,18,1,,"Appartement",,
61.17,,,,,1,60,3,,"Appartement",,
42.84,,,,,1,42,2,,"Appartement",,
56.01,,,,,2,55,2,,"Appartement",,
23.92,,,,,1,24,1,,"Appartement",,
25.8,,,,,1,34,3,,"Appartement",,
39.97,,,,,1,40,2,,"Appartement",,
77.15,,,,,1,76,4,,"Appartement",,
31.95,,,,,1,24,1,,"Appartement",,
34.63,,,,,2,35,1,,"Appartement",,
25.85,,,,,1,29,1,,"Appartement",,
42.41,,,,,1,30,1,,"Appartement",,
72.95,,,,,1,43,2,,"Appartement",,
30.1,,,,,1,27,1,,"Appartement",,
27.31,,,,,1,28,1,,"Appartement",,
103.21,,,,,1,92,3,,"Maison",,
69.82,,,,,1,67,3,,"Appartement",,
40.2,,,,,1,34,2,,"Appartement",,
17.13,,,,,1,19,1,,"Appartement",,
29.29,,,,,1,32,1,,"Appartement",,
16.2,,,,,1,18,1,,"Appartement",,
27.01,,,,,1,27,1,,"Appartement",,
130.6,,,,,1,46,2,,"Appartement",,
74.71,,,,,1,72,4,,"Appartement",,
49.06,,,,,1,49,1,,"Appartement",,
67.34,,,,,1,66,3,,"Maison",,
79.07,,,,,2,78,4,,"Appartement",,
15.41,,,,,1,18,2,,"Appartement",,
41.88,,,,,1,40,2,,"Appartement",,
28.95,,,,,1,32,1,,"Appartement",,
51.35,,,,,1,32,2,,"Appartement",,
32.73,,,,,2,31,1,,"Appartement",,
30.7,,,,,1,30,1,,"Appartement",,
39.04,,,,,1,38,2,,"Appartement",,
53.12,,,,,2,60,3,,"Maison",,
26.4,,,,,2,33,1,,"Appartement",,
59.21,,,,,1,59,2,,"Appartement",,
61.04,,,,,1,60,3,,"Appartement",,
67.3,,,,,1,72,3,,"Appartement",,
71.3,,,,,2,72,3,,"Appartement",,
23.2,,,,,1,23,1,,"Appartement",,
67.3,,,,,1,67,3,,"Appartement",,
27.5,,,,,1,24,1,,"Appartement",,
32.18,,,,,1,31,1,,"Appartement",,
67.78,,,,,2,68,3,,"Appartement",,
42.61,,,,,1,42,3,,"Appartement",,
76.24,,,,,1,75,3,,"Appartement",,
18.92,,,,,1,19,1,,"Appartement",,
22.16,,,,,1,23,1,,"Appartement",,
25.23,,,,,1,29,1,,"Appartement",,
41.56,,,,,1,40,2,,"Appartement",,
72.6,,,,,1,64,3,,"Appartement",,
107.35,,,,,1,103,3,,"Appartement",,
27.9,,,,,1,28,1,,"Appartement",,
23.63,,,,,1,23,1,,"Appartement",,
70.18,,,,,1,71,2,,"Appartement",,
46.2,,,,,1,50,2,,"Appartement",,
28.28,,,,,1,28,1,,"Appartement",,
95.85,,,,,1,99,4,,"Appartement",,
26.45,,,,,1,25,1,,"Appartement",,
31.76,,,,,1,30,1,,"Appartement",,
21.64,,,,,1,24,1,,"Appartement",,
30.26,,,,,2,40,1,,"Appartement",,
23.05,,,,,2,42,3,,"Appartement",,
36.67,,,,,1,35,2,,"Appartement",,
24.35,,,,,1,25,1,,"Appartement",,
113.1,,,,,1,89,3,,"Maison",,
34.3,,,,,1,31,1,,"Appartement",,
15.94,,,,,1,20,1,,"Appartement",,
21.02,,,,,1,22,1,,"Appartement",,
31.27,,,,,1,31,1,,"Appartement",,
33.24,,,,,1,36,1,,"Appartement",,
40.25,,,,,2,42,2,,"Appartement",,
39.91,,,,,1,41,1,,"Appartement",,
60.3,,,,,2,64,3,,"Appartement",,
37.25,,,,,1,36,2,,"Appartement",,
44.88,,,,,1,180,4,,"Maison",,
48.03,,,,,1,49,2,,"Appartement",,
52.5,,,,,1,56,2,,"Appartement",,
40.42,,,,,2,40,2,,"Appartement",,
63.42,,,,,1,65,4,,"Appartement",,
47.03,,,,,1,47,2,,"Appartement",,
39.32,,,,,1,39,2,,"Appartement",,
31.81,,,,,2,32,2,,"Appartement",,
115.42,,,,,2,88,5,,"Appartement",,
37.6,,,,,1,40,2,,"Appartement",,
23.53,,,,,1,23,1,,"Appartement",,
86.46,,,,,1,64,2,,"Appartement",,
24.74,,,,,1,31,0,,"Appartement",,
56.5,,,,,1,56,3,,"Appartement",,
70.56,,,,,2,72,3,,"Appartement",,
35.02,,,,,1,30,2,,"Appartement",,
38.57,,,,,1,38,1,,"Appartement",,
38.77,,,,,2,38,2,,"Appartement",,
86.65,,,,,1,92,4,,"Appartement",,
36.54,,,,,1,37,1,,"Appartement",,
55.65,,,,,1,53,2,,"Appartement",,
47.38,,,,,1,45,2,,"Appartement",,
34.39,,,,,2,37,1,,"Appartement",,
39.51,,,,,1,53,2,,"Appartement",,
38.71,,,,,1,40,2,,"Appartement",,
77.6,,,,,1,83,3,,"Appartement",,
28.02,,,,,2,23,2,,"Appartement",,
28.33,,,,,2,28,1,,"Appartement",,
27.62,,,,,1,26,2,,"Appartement",,
19.05,,,,,2,19,1,,"Appartement",,
51.16,,,,,1,53,3,,"Appartement",,
27.83,,,,,1,27,1,,"Appartement",,
36.34,,,,,1,30,2,,"Appartement",,
41.14,,,,,1,41,2,,"Appartement",,
96.83,,,,,2,100,3,,"Appartement",,
16.64,,,,,1,18,1,,"Appartement",,
35.48,,,,,1,45,2,,"Appartement",,
67.21,,,,,1,67,3,,"Appartement",,
39.51,,,,,2,39,1,,"Appartement",,
32.84,,,,,1,33,2,,"Appartement",,
21.79,,,,,1,25,2,,"Appartement",,
51.21,,,,,2,55,2,,"Appartement",,
63.27,,,,,1,67,3,,"Appartement",,
22.89,,,,,1,22,2,,"Appartement",,
77.58,,,,,1,80,4,,"Appartement",,
33.88,,,,,2,34,2,,"Appartement",,
28.26,,,,,1,32,1,,"Appartement",,
56.95,,,,,1,57,3,,"Appartement",,
41.66,,,,,2,40,2,,"Appartement",,
22.08,,,,,1,18,2,,"Appartement",,
25.27,,,,,1,29,1,,"Appartement",,
39.66,,,,,1,38,1,,"Appartement",,
27.84,,,,,1,27,1,,"Appartement",,
29.7,,,,,1,29,1,,"Appartement",,
27.91,,,,,1,28,1,,"Appartement",,
51.68,,,,,1,68,1,,"Appartement",,
35.28,,,,,1,27,1,,"Appartement",,
47.63,,,,,1,48,2,,"Appartement",,
59.6,,,,,1,59,1,,"Appartement",,
88.88,,,,,1,83,4,,"Appartement",,
129.61,,,,,1,119,4,,"Appartement",,
25.01,,,,,2,25,1,,"Appartement",,
43.65,,,,,2,54,4,,"Appartement",,
25.6,,,,,1,30,1,,"Appartement",,
55.07,,,,,2,65,2,,"Appartement",,
36.38,,,,,2,25,1,,"Appartement",,
76.05,,,,,2,76,3,,"Appartement",,
93.22,,,,,2,100,4,,"Appartement",,
47.27,,,,,1,47,2,,"Appartement",,
58.56,,,,,1,55,2,,"Appartement",,
57.3,,,,,2,60,3,,"Appartement",,
22.4,,,,,1,30,1,,"Appartement",,
71.13,,,,,1,72,2,,"Appartement",,
107.56,,,,,2,105,5,,"Appartement",,
20.56,,,,,1,21,1,,"Appartement",,
25.31,,,,,1,30,1,,"Appartement",,
51.6,,,,,1,50,2,,"Appartement",,
22.62,,,,,1,23,1,,"Appartement",,
31.06,,,,,1,38,1,,"Appartement",,
27.3,,,,,1,33,1,,"Appartement",,
21.22,,,,,1,21,1,,"Appartement",,
99.89,,,,,1,59,2,,"Appartement",,
138.33,,,,,1,110,3,,"Appartement",,
29.02,,,,,1,30,1,,"Appartement",,
37.86,,,,,1,37,2,,"Appartement",,
23.4,,,,,1,32,2,,"Appartement",,
30.93,,,,,1,35,1,,"Appartement",,
20.19,,,,,1,20,1,,"Appartement",,
84,,,,,1,86,4,,"Appartement",,
27.24,,,,,1,26,2,,"Appartement",,
62.56,,,,,1,63,3,,"Appartement",,
35.03,,,,,1,34,1,,"Appartement",,
43.41,,,,,1,44,2,,"Appartement",,
72.01,,,,,2,74,4,,"Appartement",,
56.95,,,,,4,46,4,,"Appartement",,
11.5,,,,,2,31,2,,"Appartement",,
42.13,,,,,1,42,2,,"Appartement",,
19.3,,,,,1,19,1,,"Appartement",,
33.56,,,,,2,37,1,,"Appartement",,
83.55,,,,,1,96,4,,"Maison",,
59.16,,,,,2,58,2,,"Appartement",,
39.66,,,,,1,40,2,,"Appartement",,
39.7,,,,,1,39,2,,"Appartement",,
33.57,,,,,1,33,1,,"Appartement",,
29.32,,,,,1,30,1,,"Appartement",,
26.77,,,,,1,28,2,,"Appartement",,
56.05,,,,,1,58,2,,"Appartement",,
34.46,,,,,1,28,1,,"Appartement",,
63.15,,,,,1,75,3,,"Appartement",,
43.42,,,,,1,45,2,,"Appartement",,
50.85,,,,,2,59,2,,"Appartement",,
22.71,,,,,1,25,1,,"Appartement",,
50.15,,,,,1,50,3,,"Appartement",,
71.56,,,,,1,71,4,,"Appartement",,
52.73,,,,,1,53,2,,"Appartement",,
24.58,,,,,1,24,1,,"Appartement",,
26.3,,,,,1,25,1,,"Appartement",,
43.3,,,,,1,47,2,,"Appartement",,
28.01,,,,,1,29,1,,"Appartement",,
21.43,,,,,1,24,2,,"Appartement",,
35.4,,,,,1,38,2,,"Appartement",,
28.63,,,,,1,29,1,,"Appartement",,
86.78,,,,,2,88,3,,"Appartement",,
43.89,,,,,1,50,3,,"Appartement",,
58.53,,,,,1,70,2,,"Appartement",,
35.25,,,,,1,38,2,,"Appartement",,
62.9,,,,,2,63,3,,"Appartement",,
43.65,,,,,1,46,2,,"Appartement",,
34.11,,,,,1,34,1,,"Appartement",,
70.64,,,,,1,67,3,,"Appartement",,
84.37,,,,,1,105,4,800,"Maison","S",
22.89,,,,,1,24,1,,"Appartement",,
32.1,,,,,1,33,2,,"Appartement",,
22.42,,,,,1,21,2,,"Appartement",,
30.01,,,,,1,35,1,,"Appartement",,
116.57,,,,,1,103,6,931,"Maison","AG",
60.42,,,,,1,45,2,,"Appartement",,
88.05,,,,,1,65,2,,"Appartement",,
21.82,,,,,1,21,1,,"Appartement",,
59.18,,,,,1,61,3,,"Appartement",,
