"SurfaceCarrezLot1","SurfaceCarrezLot2","SurfaceCarrezLot3","SurfaceCarrezLot4","SurfaceCarrezLot5","NombreDeLot","SurfaceReelleBati","NombrePiecesPrincipale","SurfaceTerrain","TypeDeLocal","NatureCulture","NatureCultureSpeciale"
40.86,,,,,5,35,2,,"Appartement",,
32.04,,,,,2,31,1,,"Appartement",,
19.95,,,,,1,18,1,,"Appartement",,
94.25,,,,,1,95,4,,"Appartement",,
36.05,,,,,1,38,2,,"Appartement",,
16.26,,,,,2,16,1,,"Appartement",,
31.07,,,,,1,32,2,,"Appartement",,
18.71,,,,,1,14,2,,"Appartement",,
30.75,,,,,2,32,2,,"Appartement",,
28.78,,,,,1,23,2,,"Appartement",,
64.97,,,,,1,64,3,,"Appartement",,
36.1,,,,,1,30,2,,"Appartement",,
53.93,,,,,1,52,3,,"Appartement",,
100.79,,,,,2,96,3,,"Appartement",,
28.56,,,,,2,27,2,,"Appartement",,
28.92,,,,,2,29,1,,"Appartement",,
32.75,,,,,1,34,2,,"Appartement",,
63.02,,,,,2,62,3,,"Appartement",,
11.48,,,,,1,14,1,,"Appartement",,
10.97,,,,,1,15,1,,"Appartement",,
30.41,,,,,1,28,2,,"Appartement",,
18.42,,,,,1,19,1,,"Appartement",,
36.3,,,,,1,36,2,,"Appartement",,
57.29,,,,,5,60,3,,"Appartement",,
25.47,,,,,1,27,1,,"Appartement",,
33.05,,,,,1,28,2,,"Appartement",,
50.52,,,,,5,42,2,,"Appartement",,
136.05,,,,,2,137,5,,"Appartement",,
41.68,,,,,1,40,1,,"Appartement",,
22.83,,,,,2,22,1,,"Appartement",,
34.88,,,,,2,34,1,,"Appartement",,
62.29,,,,,1,65,3,,"Appartement",,
11.67,,,,,1,90,3,,"Appartement",,
68.1,,,,,1,65,3,,"Appartement",,
15.71,,,,,1,14,1,,"Appartement",,
80.2,,,,,2,82,3,,"Appartement",,
112.55,,,,,2,118,4,,"Appartement",,
104.14,,,,,2,101,4,,"Appartement",,
14.85,,,,,2,16,1,,"Appartement",,
80.33,,,,,1,48,2,,"Appartement",,
37.66,,,,,1,37,3,,"Appartement",,
37.76,,,,,1,38,1,,"Appartement",,
63.99,,,,,1,60,4,,"Appartement",,
4.34,,,,,1,27,1,,"Appartement",,
18.51,,,,,2,18,1,,"Appartement",,
37.8,,,,,1,38,2,,"Appartement",,
69.55,,,,,1,70,3,,"Appartement",,
10.52,,,,,1,20,1,,"Appartement",,
11.54,,,,,1,11,1,,"Appartement",,
74.94,,,,,1,80,3,,"Appartement",,
47.16,,,,,1,36,1,,"Appartement",,
20.12,,,,,2,17,3,,"Appartement",,
28.44,,,,,2,26,2,,"Appartement",,
41.58,,,,,2,38,2,,"Appartement",,
56.31,,,,,1,57,3,,"Appartement",,
13.18,,,,,1,13,1,,"Appartement",,
32.01,,,,,1,22,1,,"Appartement",,
31.22,,,,,1,40,2,,"Appartement",,
44.89,,,,,2,45,3,,"Appartement",,
121.23,,,,,2,121,5,,"Appartement",,
20.01,,,,,1,20,1,,"Appartement",,
93.76,,,,,1,95,4,,"Appartement",,
15.51,,,,,1,16,1,,"Appartement",,
18.21,,,,,1,23,1,,"Appartement",,
130.65,,,,,2,135,5,,"Appartement",,
26.98,,,,,1,23,2,,"Appartement",,
50.67,,,,,2,60,3,,"Appartement",,
48.65,,,,,1,50,2,,"Appartement",,
66.09,,,,,1,66,2,,"Appartement",,
58.45,,,,,2,56,3,,"Appartement",,
18,,,,,2,41,2,,"Appartement",,
51.44,,,,,1,51,3,,"Appartement",,
31.48,,,,,2,32,2,,"Appartement",,
53.8,,,,,1,53,3,,"Appartement",,
20.52,,,,,1,22,2,,"Appartement",,
17.09,,,,,1,17,1,,"Appartement",,
62.72,,,,,2,50,3,,"Appartement",,
44.95,,,,,1,50,2,,"Appartement",,
27.37,,,,,1,29,2,,"Appartement",,
31.12,,,,,2,30,2,,"Appartement",,
42.41,,,,,1,41,2,,"Appartement",,
24.93,,,,,1,26,1,,"Appartement",,
33.68,,,,,2,35,2,,"Appartement",,
26.47,,,,,1,25,2,,"Appartement",,
64.38,,,,,1,57,3,,"Appartement",,
69.34,,,,,2,69,4,,"Appartement",,
65.62,,,,,2,64,4,,"Appartement",,
16.58,,,,,2,16,1,,"Appartement",,
43.32,,,,,2,39,3,,"Appartement",,
23.35,,,,,1,23,2,,"Appartement",,
29.74,,,,,2,29,1,,"Appartement",,
61.13,,,,,3,59,3,,"Appartement",,
84.12,,,,,1,80,4,,"Appartement",,
76.42,,,,,2,80,3,,"Appartement",,
29.45,,,,,2,36,1,,"Appartement",,
98,,,,,2,93,4,,"Appartement",,
28.39,,,,,1,28,2,,"Appartement",,
40.05,,,,,2,40,2,,"Appartement",,
49.84,,,,,2,50,4,,"Appartement",,
41.34,,,,,1,39,3,,"Appartement",,
17.94,,,,,1,28,2,,"Appartement",,
10.06,,,,,1,10,1,,"Appartement",,
68.19,,,,,1,68,3,,"Appartement",,
9.84,,,,,1,15,1,,"Appartement",,
52.2,,,,,2,50,3,,"Appartement",,
120.28,,,,,2,120,4,,"Appartement",,
37.17,,,,,2,37,2,,"Appartement",,
58.76,,,,,2,40,1,,"Appartement",,
27.3,,,,,1,27,1,,"Appartement",,
46.1,,,,,1,47,3,,"Appartement",,
39.4,,,,,3,42,2,,"Appartement",,
16.15,,,,,1,16,1,,"Appartement",,
19.89,,,,,2,20,1,,"Appartement",,
45.1,,,,,2,45,2,,"Appartement",,
16.08,,,,,1,16,1,,"Appartement",,
47.13,,,,,1,47,2,,"Appartement",,
23.87,,,,,2,27,1,,"Appartement",,
100,,,,,2,53,3,,"Appartement",,
23.1,,,,,2,23,2,,"Appartement",,
10.05,,,,,1,10,1,,"Appartement",,
58.82,,,,,1,63,2,,"Appartement",,
48.6,,,,,1,48,2,,"Appartement",,
34.27,,,,,1,30,2,,"Appartement",,
51.04,,,,,2,48,3,,"Appartement",,
12.8,,,,,1,12,1,,"Appartement",,
26.01,,,,,2,26,2,,"Appartement",,
33.06,,,,,2,34,1,,"Appartement",,
20.58,,,,,1,24,1,,"Appartement",,
75.11,,,,,2,78,3,,"Appartement",,
30.09,,,,,1,32,1,,"Appartement",,
34.54,,,,,1,33,2,,"Appartement",,
7.17,,,,,1,9,1,,"Appartement",,
26.28,,,,,1,26,1,,"Appartement",,
27.18,,,,,1,18,1,,"Appartement",,
11.85,,,,,1,11,1,,"Appartement",,
40.48,,,,,2,38,2,,"Appartement",,
37.02,,,,,1,31,3,,"Appartement",,
13.06,,,,,1,14,1,,"Appartement",,
24.13,,,,,1,23,1,,"Appartement",,
52.35,,,,,2,51,2,,"Appartement",,
30.34,,,,,2,30,2,,"Appartement",,
31.95,,,,,2,32,1,,"Appartement",,
20.68,,,,,2,32,2,,"Appartement",,
73.35,,,,,2,73,3,,"Appartement",,
13.08,,,,,1,13,1,,"Appartement",,
48.11,,,,,1,48,2,,"Appartement",,
38.03,,,,,1,41,2,,"Appartement",,
57,,,,,2,54,3,,"Appartement",,
27.71,,,,,1,29,2,,"Appartement",,
75.05,,,,,2,72,3,,"Appartement",,
15.13,,,,,2,7,1,,"Appartement",,
70.76,,,,,4,60,3,,"Appartement",,
7.29,,,,,1,9,1,,"Appartement",,
38.4,,,,,1,24,3,,"Appartement",,
25.91,,,,,2,25,1,,"Appartement",,
10.44,,,,,1,12,1,,"Appartement",,
61.76,,,,,2,61,3,,"Appartement",,
34.72,,,,,2,35,2,,"Appartement",,
32.64,,,,,1,38,2,,"Appartement",,
37.03,,,,,1,39,3,,"Appartement",,
27.3,,,,,2,25,1,,"Appartement",,
41.36,,,,,5,46,2,,"Appartement",,
13.85,,,,,1,13,1,,"Appartement",,
53.52,,,,,2,54,2,,"Appartement",,
30.71,,,,,2,30,1,,"Appartement",,
23.53,,,,,1,23,1,,"Appartement",,
91.2,,,,,2,91,4,,"Appartement",,
52.55,,,,,1,53,3,,"Appartement",,
17.12,,,,,1,20,1,,"Appartement",,
35.5,,,,,1,29,2,,"Appartement",,
35.04,,,,,2,34,1,,"Appartement",,
39.45,,,,,1,38,2,,"Appartement",,
43.27,,,,,2,36,2,,"Appartement",,
26.48,,,,,2,26,2,,"Appartement",,
26.39,,,,,1,28,2,,"Appartement",,
43.85,,,,,2,36,3,,"Appartement",,
33.65,,,,,1,31,2,,"Appartement",,
42.12,,,,,1,42,3,,"Appartement",,
49.02,,,,,2,49,2,,"Appartement",,
173.01,,,,,1,13,1,,"Appartement",,
51.16,,,,,2,52,3,,"Appartement",,
26.03,,,,,1,30,1,,"Appartement",,
27.11,,,,,1,72,3,,"Appartement",,
43.83,,,,,2,45,3,,"Appartement",,
145.52,,,,,2,203,6,,"Appartement",,
16.97,,,,,1,7,1,,"Appartement",,
26.5,,,,,2,27,1,,"Appartement",,
40.42,,,,,1,42,2,,"Appartement",,
64.68,,,,,2,65,3,,"Appartement",,
34.55,,,,,1,33,2,,"Appartement",,
43.19,,,,,2,38,2,,"Appartement",,
21.04,,,,,1,25,2,,"Appartement",,
50.92,,,,,1,55,2,,"Appartement",,
75.62,,,,,1,72,4,,"Appartement",,
57.15,,,,,4,60,4,,"Appartement",,
53.48,,,,,2,48,3,,"Appartement",,
12.09,,,,,1,8,1,,"Appartement",,
47.4,,,,,2,37,3,,"Appartement",,
25.58,,,,,1,23,2,,"Appartement",,
14.37,,,,,1,15,1,,"Appartement",,
36.44,,,,,2,35,2,,"Appartement",,
20.4,,,,,2,16,2,,"Appartement",,
73.64,,,,,2,62,3,,"Appartement",,
60.68,,,,,2,61,3,,"Appartement",,
27.35,,,,,1,20,1,,"Appartement",,
27.65,,,,,1,25,2,,"Appartement",,
21.6,,,,,1,20,1,,"Appartement",,
77.82,,,,,3,76,4,,"Appartement",,
67.12,,,,,1,69,3,,"Appartement",,
20.62,,,,,2,22,1,,"Appartement",,
27.54,,,,,2,31,1,,"Appartement",,
33.09,,,,,1,14,1,,"Appartement",,
42.09,,,,,1,43,2,,"Appartement",,
41.58,,,,,2,45,3,,"Appartement",,
18.26,,,,,1,18,1,,"Appartement",,
50.2,,,,,2,50,2,,"Appartement",,
34.25,,,,,2,32,2,,"Appartement",,
75.62,,,,,2,74,3,,"Appartement",,
181.01,,,,,9,182,4,,"Appartement",,
66.35,,,,,1,64,3,,"Appartement",,
86.15,,,,,1,86,4,,"Appartement",,
47.5,,,,,2,46,3,,"Appartement",,
69.87,,,,,2,68,4,,"Appartement",,
68.61,,,,,2,69,3,,"Appartement",,
32.96,,,,,1,35,2,,"Appartement",,
89.76,,,,,4,95,3,,"Appartement",,
50.92,,,,,2,50,2,,"Appartement",,
16.02,,,,,2,14,1,,"Appartement",,
26.07,,,,,1,27,2,,"Appartement",,
93.11,,,,,2,92,4,,"Appartement",,
24.65,,,,,1,26,2,,"Appartement",,
45.25,,,,,2,45,2,,"Appartement",,
21.56,,,,,1,21,1,,"Appartement",,
25.3,,,,,1,30,2,,"Appartement",,
50.46,,,,,1,42,3,,"Appartement",,
49.59,,,,,2,49,2,,"Appartement",,
61.4,,,,,2,58,4,,"Appartement",,
17.84,,,,,1,54,3,,"Appartement",,
9.44,,,,,1,16,1,,"Appartement",,
36.47,,,,,2,32,2,,"Appartement",,
157.57,,,,,1,140,4,,"Appartement",,
18.19,,,,,1,19,1,,"Appartement",,
38.46,,,,,1,26,2,,"Appartement",,
68.79,,,,,2,68,3,,"Appartement",,
11.09,,,,,1,12,1,,"Appartement",,
72.63,,,,,1,70,3,,"Appartement",,
32.47,,,,,1,30,2,,"Appartement",,
70.27,,,,,1,69,3,,"Appartement",,
48.4,,,,,1,43,2,,"Appartement",,
38.89,,,,,1,32,2,,"Appartement",,
25.88,,,,,2,28,2,,"Appartement",,
18.9,,,,,2,19,1,,"Appartement",,
11.09,,,,,1,12,1,,"Appartement",,
79.55,,,,,4,61,3,,"Appartement",,
75.18,,,,,1,76,3,,"Appartement",,
24,,,,,1,28,2,,"Appartement",,
34.71,,,,,1,33,2,,"Appartement",,
23.1,,,,,1,23,2,,"Appartement",,
10.32,,,,,1,12,1,,"Appartement",,
35.4,,,,,1,35,2,,"Appartement",,
100,,,,,2,29,1,,"Appartement",,
12.65,,,,,1,18,1,,"Appartement",,
11.41,,,,,1,11,1,,"Appartement",,
21.75,,,,,1,23,1,,"Appartement",,
26.5,,,,,2,26,2,,"Appartement",,
38.83,,,,,2,41,3,,"Appartement",,
40.02,,,,,2,39,2,,"Appartement",,
41.81,,,,,4,39,2,,"Appartement",,
73.86,,,,,1,16,1,,"Appartement",,
16.74,,,,,1,18,1,,"Appartement",,
52.86,,,,,2,52,3,,"Appartement",,
6.32,,,,,1,7,1,,"Appartement",,
43.77,,,,,2,45,2,,"Appartement",,
31.51,,,,,2,32,2,,"Appartement",,
33.06,,,,,2,33,2,,"Appartement",,
43.54,,,,,1,44,2,,"Appartement",,
14.77,,,,,1,11,1,,"Appartement",,
28.17,,,,,1,30,2,,"Appartement",,
17.51,,,,,2,18,1,,"Appartement",,
65.09,,,,,3,64,2,,"Appartement",,
39.02,,,,,2,36,1,,"Appartement",,
30.58,,,,,2,28,2,,"Appartement",,
88.49,,,,,1,96,3,,"Appartement",,
66.01,,,,,1,66,3,,"Appartement",,
46.07,,,,,1,45,3,,"Appartement",,
67.29,,,,,2,70,3,,"Appartement",,
56.15,,,,,1,58,2,,"Appartement",,
23.83,,,,,1,21,1,,"Appartement",,
70.05,,,,,1,77,3,,"Appartement",,
38.65,,,,,2,39,1,,"Appartement",,
41.67,,,,,2,45,2,,"Appartement",,
17.38,,,,,1,17,1,,"Appartement",,
10.15,,,,,1,11,1,,"Appartement",,
57.03,,,,,2,61,3,,"Appartement",,
9.56,,,,,1,12,1,,"Appartement",,
48.86,,,,,2,48,2,,"Appartement",,
219.57,,,,,2,225,6,,"Appartement",,
51.37,,,,,1,40,1,,"Appartement",,
29.63,,,,,1,33,1,,"Appartement",,
25.07,,,,,1,22,1,,"Appartement",,
13.96,,,,,1,14,1,,"Appartement",,
25.5,,,,,2,26,1,,"Appartement",,
66.82,,,,,2,64,4,,"Appartement",,
17.06,,,,,1,15,1,,"Appartement",,
108.55,,,,,2,106,4,,"Appartement",,
35.32,,,,,1,29,2,,"Appartement",,
87.04,,,,,1,80,4,,"Appartement",,
17.42,,,,,1,15,1,,"Appartement",,
104.67,,,,,2,100,4,,"Appartement",,
58.56,,,,,1,55,3,,"Appartement",,
23.15,,,,,3,23,2,,"Appartement",,
52.12,,,,,2,50,3,,"Appartement",,
72.45,,,,,2,60,3,,"Appartement",,
34.93,,,,,1,36,3,,"Appartement",,
3.85,,,,,1,7,1,,"Appartement",,
95.02,,,,,1,98,4,,"Appartement",,
60.39,,,,,1,65,3,,"Appartement",,
67.15,,,,,2,68,2,,"Appartement",,
50.58,,,,,2,45,3,,"Appartement",,
83.51,,,,,1,84,4,,"Appartement",,
6.47,,,,,1,7,1,,"Appartement",,
62.61,,,,,1,60,3,,"Appartement",,
22.01,,,,,1,21,2,,"Appartement",,
13.06,,,,,1,15,1,,"Appartement",,
104.04,,,,,2,102,5,,"Appartement",,
56.06,,,,,3,53,2,,"Appartement",,
17.34,,,,,1,17,1,,"Appartement",,
36.09,,,,,1,32,2,,"Appartement",,
36.03,,,,,2,30,2,,"Appartement",,
71.76,,,,,1,71,4,,"Appartement",,
44.96,,,,,1,42,2,,"Appartement",,
133.1,,,,,1,126,5,,"Appartement",,
88.17,,,,,2,88,4,,"Appartement",,
40.53,,,,,2,41,2,,"Appartement",,
30.38,,,,,1,19,1,,"Appartement",,
56.14,,,,,1,55,3,,"Appartement",,
22.03,,,,,1,35,2,,"Appartement",,
95.2,,,,,1,98,4,,"Appartement",,
34.61,,,,,3,20,1,,"Appartement",,
64.05,,,,,2,64,3,,"Appartement",,
9.36,,,,,1,9,1,,"Appartement",,
16.58,,,,,1,16,1,,"Appartement",,
29.72,,,,,1,31,2,,"Appartement",,
53.77,,,,,2,54,3,,"Appartement",,
28.91,,,,,1,28,2,,"Appartement",,
34.05,,,,,2,36,2,,"Appartement",,
55.04,,,,,2,49,2,,"Appartement",,
13.53,,,,,1,13,1,,"Appartement",,
65.02,,,,,2,65,2,,"Appartement",,
65.02,,,,,2,65,2,,"Appartement",,
76.72,,,,,1,84,3,,"Appartement",,
23.57,,,,,1,25,1,,"Appartement",,
82.23,,,,,1,81,3,,"Appartement",,
49.81,,,,,1,50,2,,"Appartement",,
41.84,,,,,2,42,2,,"Appartement",,
30.28,,,,,1,30,2,,"Appartement",,
41.71,,,,,1,40,2,,"Appartement",,
17.46,,,,,1,18,1,,"Appartement",,
15.13,,,,,2,20,1,,"Appartement",,
38.16,,,,,2,39,2,,"Appartement",,
51.24,,,,,1,53,3,,"Appartement",,
8.5,,,,,1,5,1,,"Appartement",,
35.31,,,,,1,35,2,,"Appartement",,
53.4,,,,,2,55,3,,"Appartement",,
34.36,,,,,1,34,2,,"Appartement",,
32.15,,,,,2,33,2,,"Appartement",,
118.16,,,,,1,120,5,,"Appartement",,
9.44,,,,,1,9,1,,"Appartement",,
70.72,,,,,2,10,1,,"Appartement",,
17.91,,,,,1,18,1,,"Appartement",,
75.28,,,,,1,73,4,,"Appartement",,
8.21,,,,,1,8,1,,"Appartement",,
42.08,,,,,2,43,2,,"Appartement",,
56.53,,,,,2,55,3,,"Appartement",,
35.82,,,,,2,36,1,,"Appartement",,
30.85,,,,,1,27,2,,"Appartement",,
32.41,,,,,2,31,2,,"Appartement",,
27.8,,,,,2,28,2,,"Appartement",,
37.15,,,,,1,33,2,,"Appartement",,
27.28,,,,,1,27,2,,"Appartement",,
45.92,,,,,1,41,2,,"Appartement",,
78.56,,,,,2,76,4,,"Appartement",,
14.87,,,,,2,20,1,,"Appartement",,
16.47,,,,,1,20,1,,"Appartement",,
36.05,,,,,1,34,2,,"Appartement",,
29.3,,,,,2,28,1,,"Appartement",,
15.31,,,,,1,17,1,,"Appartement",,
98.38,,,,,2,82,3,,"Appartement",,
15.55,,,,,2,20,1,,"Appartement",,
45.1,,,,,2,42,2,,"Appartement",,
37.06,,,,,1,30,2,,"Appartement",,
23.93,,,,,2,24,2,,"Appartement",,
24.43,,,,,2,27,2,,"Appartement",,
30.97,,,,,2,28,2,,"Appartement",,
16.34,,,,,1,15,1,,"Appartement",,
45.88,,,,,2,45,2,,"Appartement",,
79.02,,,,,2,80,3,,"Appartement",,
25.55,,,,,1,30,2,,"Appartement",,
20.4,,,,,1,15,1,,"Appartement",,
52.08,,,,,4,50,2,,"Appartement",,
9.27,,,,,1,9,1,,"Appartement",,
59.6,,,,,1,59,3,,"Appartement",,
45.9,,,,,1,45,2,,"Appartement",,
23.8,,,,,1,25,2,,"Appartement",,
68.4,,,,,2,66,2,,"Appartement",,
55.4,,,,,1,55,3,,"Appartement",,
52.78,,,,,1,52,2,,"Appartement",,
38.01,,,,,2,38,2,,"Appartement",,
8.62,,,,,1,7,1,,"Appartement",,
68.9,,,,,1,69,3,,"Appartement",,
21.47,,,,,3,22,1,,"Appartement",,
21.07,,,,,2,20,1,,"Appartement",,
81.74,,,,,2,92,2,,"Appartement",,
22.55,,,,,2,26,2,,"Appartement",,
58.11,,,,,1,65,2,,"Appartement",,
27.63,,,,,2,28,1,,"Appartement",,
38.08,,,,,1,39,1,,"Appartement",,
40.3,,,,,3,44,1,,"Appartement",,
8.1,,,,,1,31,2,,"Appartement",,
51.3,,,,,2,47,3,,"Appartement",,
45.42,,,,,1,44,3,,"Appartement",,
31.17,,,,,2,27,2,,"Appartement",,
69.52,,,,,2,69,3,,"Appartement",,
57.77,,,,,1,58,2,,"Appartement",,
25.52,,,,,2,24,2,,"Appartement",,
108.28,,,,,2,110,4,,"Appartement",,
33.14,,,,,2,30,2,,"Appartement",,
33.34,,,,,2,34,1,,"Appartement",,
49.78,,,,,2,48,2,,"Appartement",,
40.1,,,,,2,41,2,,"Appartement",,
21.82,,,,,1,22,1,,"Appartement",,
38.24,,,,,2,38,1,,"Appartement",,
85.03,,,,,2,81,4,,"Appartement",,
33,,,,,2,30,2,,"Appartement",,
33.55,,,,,1,36,2,,"Appartement",,
79.1,,,,,1,110,4,,"Appartement",,
39.73,,,,,3,39,2,,"Appartement",,
84.7,,,,,1,92,3,,"Appartement",,
74.83,,,,,2,71,3,,"Appartement",,
55.19,,,,,2,55,3,,"Appartement",,
34.33,,,,,1,24,1,,"Appartement",,
44.21,,,,,2,45,2,,"Appartement",,
15.03,,,,,1,15,1,,"Appartement",,
81.43,,,,,2,81,4,,"Appartement",,
7.16,,,,,2,6,1,,"Appartement",,
42.79,,,,,1,45,2,,"Appartement",,
56.15,,,,,2,54,3,,"Appartement",,
28.61,,,,,1,31,2,,"Appartement",,
34.76,,,,,2,35,2,,"Appartement",,
43.38,,,,,2,43,3,,"Appartement",,
34.59,,,,,2,31,2,,"Appartement",,
18.81,,,,,1,18,1,,"Appartement",,
63.07,,,,,1,60,3,,"Appartement",,
46.06,,,,,1,46,3,,"Appartement",,
103.08,,,,,2,102,4,,"Appartement",,
60.03,,,,,2,60,2,,"Appartement",,
69.03,,,,,2,69,3,,"Appartement",,
33.55,,,,,1,34,2,,"Appartement",,
57.23,,,,,1,65,3,,"Appartement",,
53.15,,,,,2,54,2,,"Appartement",,
61.9,,,,,1,61,3,,"Appartement",,
17.44,,,,,1,25,1,,"Appartement",,
82.05,,,,,2,81,3,,"Appartement",,
10.75,,,,,1,12,0,,"Appartement",,
41.03,,,,,1,40,1,,"Appartement",,
39.47,,,,,1,45,2,,"Appartement",,
80.55,,,,,2,83,4,,"Appartement",,
27.35,,,,,1,25,1,,"Appartement",,
44.89,,,,,2,44,3,,"Appartement",,
20.18,,,,,1,25,1,,"Appartement",,
21.11,,,,,1,30,2,,"Appartement",,
88.91,,,,,2,85,4,,"Appartement",,
36.37,,,,,2,34,2,,"Appartement",,
37.67,,,,,2,37,1,,"Appartement",,
15.01,,,,,1,16,1,,"Appartement",,
62,,,,,2,56,3,,"Appartement",,
30.06,,,,,2,30,1,,"Appartement",,
7.28,,,,,1,10,1,,"Appartement",,
53.46,,,,,2,65,3,,"Appartement",,
15.61,,,,,1,13,1,,"Appartement",,
19.88,,,,,1,21,1,,"Appartement",,
32.66,,,,,1,33,2,,"Appartement",,
40.6,,,,,2,40,2,,"Appartement",,
29.42,,,,,1,30,2,,"Appartement",,
27.66,,,,,1,38,2,,"Appartement",,
21.06,,,,,1,21,1,,"Appartement",,
31.41,,,,,2,32,2,,"Appartement",,
31.65,,,,,1,31,1,,"Appartement",,
29.32,,,,,1,27,1,,"Appartement",,
23.23,,,,,2,24,2,,"Appartement",,
44.74,,,,,2,46,2,,"Appartement",,
23.89,,,,,1,24,1,,"Appartement",,
26.01,,,,,1,27,2,,"Appartement",,
32.74,,,,,2,35,2,,"Appartement",,
41.59,,,,,2,42,3,,"Appartement",,
21.98,,,,,1,20,1,,"Appartement",,
38.02,,,,,1,8,1,,"Appartement",,
41.05,,,,,1,42,1,,"Appartement",,
32.04,,,,,1,31,2,,"Appartement",,
33.52,,,,,1,33,1,,"Appartement",,
72.91,,,,,2,75,4,,"Appartement",,
38.63,,,,,2,33,2,,"Appartement",,
41.83,,,,,2,33,3,,"Appartement",,
102.75,,,,,2,103,3,,"Appartement",,
26.24,,,,,2,25,1,,"Appartement",,
54.63,,,,,2,55,2,,"Appartement",,
48.18,,,,,3,48,2,,"Appartement",,
34.26,,,,,1,25,2,,"Appartement",,
19.46,,,,,2,19,1,,"Appartement",,
73.23,,,,,3,82,3,,"Appartement",,
37.47,,,,,3,35,2,,"Appartement",,
125.42,,,,,1,125,3,,"Appartement",,
92.72,,,,,1,94,4,,"Appartement",,
19.04,,,,,1,19,1,,"Appartement",,
27.91,,,,,1,26,2,,"Appartement",,
51.04,,,,,1,28,3,,"Appartement",,
45.14,,,,,1,44,2,,"Appartement",,
60.83,,,,,1,61,3,,"Appartement",,
25.64,,,,,2,25,2,,"Appartement",,
97.6,,,,,1,100,5,,"Appartement",,
12.21,,,,,1,18,1,,"Appartement",,
22.6,,,,,1,25,1,,"Appartement",,
54.02,,,,,1,23,1,,"Appartement",,
61.67,,,,,1,57,2,,"Appartement",,
57.1,,,,,2,57,2,,"Appartement",,
31.25,,,,,2,25,2,,"Appartement",,
26.2,,,,,1,20,2,,"Appartement",,
12.85,,,,,2,13,1,,"Appartement",,
34.75,,,,,1,36,1,,"Appartement",,
7.6,,,,,1,41,2,,"Appartement",,
24.94,,,,,2,26,2,,"Appartement",,
18.26,,,,,1,17,1,,"Appartement",,
53.21,,,,,1,52,3,,"Appartement",,
44.06,,,,,1,42,2,,"Appartement",,
44.56,,,,,2,49,2,,"Appartement",,
35.12,,,,,3,28,2,,"Appartement",,
88.2,,,,,2,88,4,,"Appartement",,
33.85,,,,,1,40,2,,"Appartement",,
57.45,,,,,1,55,2,,"Appartement",,
20.16,,,,,1,22,1,,"Appartement",,
83.88,,,,,2,80,4,,"Appartement",,
101.09,,,,,2,102,5,,"Appartement",,
15.75,,,,,2,14,1,,"Appartement",,
49.9,,,,,1,65,2,,"Appartement",,
70.83,,,,,2,71,3,,"Appartement",,
70.21,,,,,3,70,3,,"Appartement",,
95.38,,,,,2,100,4,,"Appartement",,
35.78,,,,,2,35,2,,"Appartement",,
14.83,,,,,2,14,1,,"Appartement",,
61.08,,,,,1,61,3,,"Appartement",,
14.71,,,,,1,18,1,,"Appartement",,
27.8,,,,,1,26,2,,"Appartement",,
56.11,,,,,2,57,3,,"Appartement",,
11.82,,,,,1,12,1,,"Appartement",,
11.99,,,,,1,14,1,,"Appartement",,
39.69,,,,,1,34,2,,"Appartement",,
82.17,,,,,1,82,4,,"Appartement",,
34.17,,,,,1,34,2,,"Appartement",,
33.05,,,,,1,32,2,,"Appartement",,
26.53,,,,,2,28,2,,"Appartement",,
37.85,,,,,2,30,2,,"Appartement",,
12.06,,,,,2,15,1,,"Appartement",,
55.44,,,,,1,53,3,,"Appartement",,
27.6,,,,,1,26,2,,"Appartement",,
30.7,,,,,2,27,2,,"Appartement",,
44.58,,,,,2,44,3,,"Appartement",,
71.95,,,,,2,71,3,,"Appartement",,
106.09,,,,,1,106,4,,"Appartement",,
47.83,,,,,2,46,3,,"Appartement",,
52.09,,,,,2,54,2,,"Appartement",,
53.1,,,,,2,52,2,,"Appartement",,
27.02,,,,,1,27,2,,"Appartement",,
27.15,,,,,2,25,2,,"Appartement",,
18.57,,,,,1,12,1,,"Appartement",,
15.36,,,,,1,20,1,,"Appartement",,
30.42,,,,,2,31,1,,"Appartement",,
11.95,,,,,2,13,1,,"Appartement",,
56.02,,,,,2,49,2,,"Appartement",,
56.5,,,,,2,55,3,,"Appartement",,
62.54,,,,,2,62,3,,"Appartement",,
51.25,,,,,2,51,2,,"Appartement",,
50.89,,,,,1,51,2,,"Appartement",,
24.4,,,,,1,22,2,,"Appartement",,
38.77,,,,,1,37,3,,"Appartement",,
29.2,,,,,1,22,1,,"Appartement",,
28.4,,,,,2,27,2,,"Appartement",,
28.5,,,,,1,28,1,,"Appartement",,
53.31,,,,,2,45,3,,"Appartement",,
40.47,,,,,1,38,3,,"Appartement",,
26.57,,,,,1,26,2,,"Appartement",,
18.58,,,,,1,19,1,,"Appartement",,
25.48,,,,,1,23,2,,"Appartement",,
37.71,,,,,2,17,1,,"Appartement",,
13.09,,,,,1,15,2,,"Appartement",,
36.07,,,,,1,32,2,,"Appartement",,
36.11,,,,,1,37,2,,"Appartement",,
38.02,,,,,1,36,2,,"Appartement",,
53.4,,,,,1,55,3,,"Appartement",,
20.44,,,,,1,14,1,,"Appartement",,
51.02,,,,,2,52,2,,"Appartement",,
29.47,,,,,1,30,2,,"Appartement",,
21.04,,,,,2,23,2,,"Appartement",,
43.73,,,,,1,49,3,,"Appartement",,
