product_id,price,onsale_web,stock_quantity,sku,total_sales,post_name
4739,7.4,1,50,14366,0.0,jean-paul-brun-beaujolais-le-ronsay-2016
4740,9.7,1,8,13412,0.0,jean-paul-brun-beaujolais-lancien-2016
4741,12.4,0,0,12601,,post_name_vide
4748,14.5,1,14,14632,0.0,jean-paul-brun-saint-amour-2017
4749,11.9,1,140,15315,0.0,domaine-de-montgilet-anjou-blanc-2016
4750,16.4,1,45,13627,2.0,domaine-de-montgilet-anjou-rouge-2016
4752,27.9,1,42,14184,0.0,domaine-de-montgilet-coteaux-de-laubance-les-trois-schistes-2016
4753,12.0,1,76,15429,7.0,domaine-de-montgilet-coteaux-de-laubance-2017
4755,7.4,1,97,16132,0.0,domaine-de-montgilet-vin-de-france-grolleau-2019
4757,26.5,1,1,14680,6.0,domaine-saint-nicolas-fiefs-vendeens-blanc-le-haut-des-clous-2017
4758,24.3,1,22,15859,0.0,domaine-saint-nicolas-fiefs-vendeens-rouge-cuvee-jacques-2016
4759,16.9,1,49,16229,0.0,domaine-saint-nicolas-fiefs-vendeens-rouge-reflets-2018
4776,6.8,1,11,14302,7.0,chateau-de-la-liquiere-pays-dherault-blanc-a-mi-chemin-2017
4778,13.9,1,0,16072,0.0,clos-du-mont-olivet-cotes-du-rhone-rose-farel-2019
4779,7.8,1,163,14300,18.0,clos-du-mont-olivet-vin-de-france-la-sabonite
4780,13.7,1,12,13096,1.0,maurice-schoech-cremant-dalsace-brut-rose-bulles-de-granite
4782,9.8,1,22,16564,3.0,paul-ginglinger-pinot-blanc-2017
4783,29.5,1,5,13754,0.0,maurice-schoech-pinot-gris-vendanges-tardives-2015
4784,28.5,1,10,15734,0.0,maurice-schoech-riesling-vendanges-tardives-2017
4785,10.1,1,18,15448,1.0,maurice-schoech-pinot-auxerrois-2018
4786,12.1,1,37,15881,0.0,maurice-schoech-gewurztraminer-2018
4788,12.3,1,21,15731,3.0,maurice-schoech-pinot-gris-2018
4789,11.1,1,62,15316,2.0,maurice-schoech-pinot-noir-2018
4790,11.1,1,43,15732,0.0,maurice-schoech-riesling-2018
